year,educ,age,exp,exp_sq,non_white,y,lny
2000,8,33,18,324,0,0.7445148,-0.295022548
1997,6,34,21,441,1,0.74679,-0.291971258
2000,12,46,27,729,0,0.7476037,-0.290882254
1999,13,22,2,4,0,0.7486116,-0.289534988
2005,11,20,2,4,1,0.7490296,-0.288976777
1999,11,44,26,676,1,0.7502634,-0.287330934
1998,16,33,10,100,0,0.7503195,-0.287256163
1996,13,20,0,0,0,0.750912,-0.286466811
2000,11,18,0,0,0,0.7527722,-0.28399262
2002,14,24,3,9,0,0.7548807,-0.281195555
2000,8,32,17,289,0,0.7550802,-0.28093131
2003,10,20,3,9,0,0.7561643,-0.279496598
2004,12,44,25,625,0,0.7576363,-0.277551824
2004,13,19,-1,1,0,0.7634763,-0.269873196
2001,3,47,37,1369,1,0.7641765,-0.268956496
2000,15,35,13,169,0,0.7648423,-0.26808561
2004,1,18,10,100,0,0.7670594,-0.265191036
2003,0,38,31,961,0,0.7670736,-0.265172524
1999,11,45,27,729,0,0.7672215,-0.264979732
2003,2,18,9,81,0,0.7694001,-0.262144159
2002,3,38,28,784,0,0.7698177,-0.261601545
1996,1,44,36,1296,0,0.7702539,-0.261035078
2003,11,42,24,576,0,0.7705696,-0.260625297
2004,12,41,22,484,0,0.7721947,-0.258518559
1996,15,40,18,324,0,0.7726268,-0.257959141
1999,8,19,4,16,0,0.7727784,-0.257762947
2000,13,19,-1,1,0,0.7735916,-0.256711193
2000,7,20,6,36,0,0.7754947,-0.254254131
1997,11,22,4,16,0,0.7759534,-0.253662812
2002,16,23,0,0,0,0.7788994,-0.249873381
2005,11,22,4,16,0,0.7789586,-0.24979738
1998,16,25,2,4,0,0.7800663,-0.248376363
1999,3,39,29,841,0,0.7813572,-0.246722871
1996,11,24,6,36,0,0.7819956,-0.245906165
2003,6,19,6,36,1,0.7830145,-0.244604065
1999,3,32,22,484,0,0.7843093,-0.242951821
2000,15,23,1,1,0,0.7848364,-0.242279991
1996,13,19,-1,1,0,0.7854503,-0.241498095
2005,8,19,4,16,0,0.7876163,-0.238744237
2002,12,49,30,900,0,0.7881327,-0.238088802
1998,12,36,17,289,0,0.7895068,-0.236346832
1999,3,18,8,64,1,0.790145,-0.235538806
1999,14,37,16,256,1,0.7905751,-0.234994624
1997,12,28,9,81,0,0.7914637,-0.233871263
2002,9,47,31,961,0,0.7921968,-0.232945433
2004,11,19,1,1,1,0.7931288,-0.231769649
1996,10,22,5,25,0,0.7953132,-0.22901928
2001,9,23,7,49,0,0.7959912,-0.228167148
1999,9,43,27,729,0,0.7960947,-0.22803713
2000,13,32,12,144,0,0.7972354,-0.226605286
2005,14,22,1,1,0,0.797322,-0.226496667
1999,10,32,15,225,0,0.79913,-0.224231643
1999,13,19,-1,1,0,0.8018863,-0.220788452
2004,10,18,1,1,1,0.8027474,-0.219715185
1999,12,21,2,4,0,0.8049032,-0.217033257
2005,11,18,0,0,1,0.8049921,-0.216922815
1999,13,31,11,121,0,0.8090817,-0.211855378
1996,9,23,7,49,0,0.8096538,-0.21114853
2000,11,33,15,225,0,0.8098004,-0.210967481
1999,7,24,10,100,0,0.8106065,-0.209972546
1997,13,18,-2,4,0,0.8113373,-0.209071405
2003,12,28,9,81,1,0.8117673,-0.208541556
2005,8,41,26,676,1,0.8119429,-0.208325261
2002,7,33,19,361,1,0.8120325,-0.208214915
2002,9,20,4,16,0,0.8127539,-0.207326921
2005,11,39,21,441,0,0.8132371,-0.206732576
1999,10,18,1,1,0,0.8192981,-0.199307281
1998,13,21,1,1,0,0.8203237,-0.198056261
2005,13,22,2,4,0,0.8224168,-0.195507956
1997,7,39,25,625,0,0.8236737,-0.193980823
2004,10,21,4,16,0,0.8265036,-0.190551006
1999,4,39,28,784,0,0.8284975,-0.18814146
2005,11,26,8,64,0,0.8309044,-0.185240533
2002,10,21,4,16,0,0.8309618,-0.185171454
2004,11,19,1,1,1,0.8311857,-0.184902043
1997,6,44,31,961,0,0.8319896,-0.183935338
2003,10,18,1,1,1,0.8336134,-0.181985533
1998,14,42,21,441,0,0.8341189,-0.181379321
2004,16,22,-1,1,0,0.8353124,-0.179949492
2003,14,22,1,1,0,0.8356422,-0.179554748
2002,11,22,4,16,1,0.8359072,-0.179237677
2003,10,23,6,36,1,0.836198,-0.178889852
2000,7,33,19,361,0,0.8364537,-0.17858411
1997,3,41,31,961,0,0.8397208,-0.174685823
2000,13,50,30,900,0,0.8423553,-0.171553382
2004,11,18,0,0,1,0.8424146,-0.171482987
2002,12,19,0,0,0,0.8425364,-0.171338413
2004,10,19,2,4,0,0.8444668,-0.169049857
1996,2,45,36,1296,0,0.8448271,-0.168623288
2005,18,23,-2,4,0,0.8452496,-0.168123311
1996,4,22,11,121,0,0.8453897,-0.167957575
1997,14,22,1,1,0,0.8485191,-0.164262684
2005,8,26,11,121,0,0.849865,-0.162677766
2005,12,19,0,0,0,0.8498808,-0.162659175
1999,2,41,32,1024,0,0.8516873,-0.160535838
2000,11,37,19,361,0,0.8521571,-0.159984379
2000,8,33,18,324,1,0.8526368,-0.159421613
1999,2,22,13,169,0,0.8528999,-0.159113089
1997,10,24,7,49,1,0.8541957,-0.157594955
1998,14,27,6,36,0,0.8552793,-0.156327197
2002,6,20,7,49,1,0.8558244,-0.155690064
1996,9,20,4,16,0,0.8564293,-0.15498351
1998,14,50,29,841,0,0.8582394,-0.152872197
1996,12,22,3,9,0,0.859194,-0.151760538
1997,10,28,11,121,0,0.8594064,-0.151513361
2003,11,26,8,64,0,0.8600407,-0.150775565
1996,12,19,0,0,0,0.8607428,-0.149959542
1997,9,36,20,400,1,0.8651962,-0.144798977
2005,9,20,4,16,1,0.8655338,-0.144408853
1997,12,27,8,64,0,0.8676133,-0.142009171
2003,16,22,-1,1,1,0.8682989,-0.141219269
2003,15,30,8,64,0,0.8708028,-0.138339734
2000,14,20,-1,1,0,0.871258,-0.137817135
2003,11,18,0,0,0,0.8728774,-0.135960168
2001,9,18,2,4,1,0.8752332,-0.133264914
2000,11,19,1,1,0,0.876782,-0.131496892
2003,12,18,-1,1,0,0.8781813,-0.129902215
1997,12,21,2,4,0,0.879033,-0.128932839
2000,5,36,24,576,0,0.8798268,-0.128030209
2000,5,20,8,64,0,0.8822369,-0.125294665
2005,12,25,6,36,1,0.8837891,-0.123536819
1996,14,19,-2,4,0,0.8842707,-0.122992042
2003,15,39,17,289,1,0.8846676,-0.122543298
1999,12,25,6,36,0,0.8867383,-0.12020538
2000,12,22,3,9,0,0.8871589,-0.11973117
2003,17,33,9,81,0,0.8875252,-0.119318364
1996,16,27,4,16,0,0.8901342,-0.116383041
1998,2,20,11,121,0,0.8906814,-0.115768491
2003,14,24,3,9,0,0.891617,-0.114718611
2004,11,25,7,49,0,0.8916659,-0.114663768
2004,9,19,3,9,0,0.8922742,-0.113981795
1998,9,46,30,900,0,0.8929741,-0.113197702
1998,13,44,24,576,0,0.8962604,-0.109524283
1998,7,19,5,25,0,0.8980379,-0.107543007
2003,11,22,4,16,0,0.8988996,-0.10658393
2002,9,18,2,4,0,0.899206,-0.106243127
2000,11,18,0,0,1,0.9016607,-0.103516994
2000,10,31,14,196,0,0.9029588,-0.102078352
2000,10,30,13,169,0,0.9032707,-0.101732992
1999,11,30,12,144,0,0.9051171,-0.099690951
1997,10,18,1,1,0,0.9092522,-0.095132776
2000,17,45,21,441,0,0.912187,-0.091910266
2004,9,18,2,4,1,0.9129262,-0.091100234
1999,7,24,10,100,0,0.9145845,-0.089285415
1999,11,32,14,196,0,0.9146571,-0.089206038
2000,15,44,22,484,1,0.9151214,-0.088698545
2001,12,45,26,676,1,0.9164701,-0.087225836
1999,9,46,30,900,0,0.918485,-0.085029705
2005,13,28,8,64,0,0.9187939,-0.084693447
2003,7,19,5,25,1,0.9193066,-0.084135589
2004,14,47,26,676,1,0.9193857,-0.084049549
2003,10,23,6,36,1,0.919403,-0.084030733
1997,4,39,28,784,0,0.9200288,-0.083350305
2004,10,35,18,324,0,0.9200531,-0.083323893
1998,10,18,1,1,0,0.9209436,-0.082356482
2004,14,21,0,0,0,0.9214883,-0.081765199
2002,14,23,2,4,1,0.9219576,-0.081256043
2003,10,20,3,9,0,0.9227049,-0.080445814
2003,10,18,1,1,1,0.9233606,-0.079735438
2002,11,31,13,169,0,0.9241596,-0.078870495
2000,17,26,2,4,0,0.9247082,-0.078277051
2002,11,21,3,9,0,0.9311926,-0.071289149
1996,12,20,1,1,0,0.9312431,-0.071234919
2005,12,22,3,9,0,0.9319112,-0.070517748
2005,12,23,4,16,1,0.9321665,-0.070243832
2003,10,19,2,4,0,0.934154,-0.068113972
2002,10,23,6,36,0,0.9373157,-0.064735127
2001,16,23,0,0,1,0.9391323,-0.062798915
1997,3,49,39,1521,0,0.9410166,-0.060794499
2000,11,18,0,0,0,0.9412641,-0.06053152
2000,12,40,21,441,0,0.9417368,-0.060029449
1998,11,22,4,16,0,0.9428713,-0.058825485
2004,4,29,18,324,0,0.9433843,-0.05828155
2003,12,23,4,16,0,0.9451196,-0.056443799
1996,3,30,20,400,0,0.948836,-0.052519309
2000,7,19,5,25,0,0.9496839,-0.051626087
1996,14,18,-3,9,0,0.9503723,-0.050901476
2000,11,19,1,1,0,0.9529258,-0.048218238
1997,14,24,3,9,0,0.9540395,-0.047050204
2002,12,38,19,361,1,0.9594662,-0.041378191
1996,16,18,-5,25,0,0.9603267,-0.04048174
2000,13,39,19,361,0,0.9616044,-0.03915214
1999,10,29,12,144,0,0.9616169,-0.03913914
2000,17,35,11,121,0,0.964722,-0.035915302
1999,6,18,5,25,1,0.9649192,-0.035710912
2004,11,23,5,25,0,0.9667501,-0.033815245
2004,12,41,22,484,0,0.9681386,-0.03238002
2005,14,29,8,64,0,0.9692781,-0.031203711
2005,9,19,3,9,1,0.9738418,-0.026506412
2004,12,32,13,169,0,0.9744806,-0.025850668
2004,12,27,8,64,0,0.9746258,-0.025701677
1997,7,37,23,529,0,0.9779171,-0.022330377
1998,17,24,0,0,0,0.9792211,-0.020997819
2005,13,43,23,529,1,0.9820468,-0.018116314
2003,7,18,4,16,0,0.9826959,-0.017455566
2003,9,18,2,4,0,0.9893634,-0.010693573
2003,14,21,0,0,1,0.9897935,-0.010258943
2005,9,25,9,81,1,0.990167,-0.009881663
1999,5,25,13,169,0,0.9940719,-0.005945741
1997,8,21,6,36,0,0.9964281,-0.003578294
2000,7,19,5,25,0,0.997586,-0.002416918
2004,11,29,11,121,0,0.9979799,-0.002022143
2003,15,20,-2,4,0,0.9994524,-0.00054775
1998,8,38,23,529,0,0.9994663,-0.000533842
2002,14,21,0,0,0,1.000983,0.000982517
1997,2,30,21,441,0,1.00113,0.001129362
1996,11,26,8,64,0,1.002891,0.002886829
2000,7,39,25,625,0,1.00315,0.003145049
2004,17,22,-2,4,1,1.004902,0.004890024
2003,8,35,20,400,1,1.005791,0.005774297
1999,16,24,1,1,0,1.006347,0.006326943
1996,15,23,1,1,1,1.007329,0.007302273
2002,11,46,28,784,0,1.012531,0.012453137
1996,5,44,32,1024,0,1.013372,0.013283384
1996,12,20,1,1,0,1.013556,0.013464939
1998,9,31,15,225,0,1.013879,0.013783569
1996,0,47,40,1600,0,1.014647,0.014540769
1999,10,21,4,16,0,1.016806,0.016666342
1999,9,40,24,576,0,1.017932,0.017773118
2000,4,41,30,900,0,1.018184,0.018020648
2002,8,22,7,49,0,1.020492,0.020284864
1996,15,38,16,256,0,1.023684,0.023407885
2003,16,22,-1,1,0,1.025637,0.025313883
2003,14,22,1,1,0,1.031261,0.030782325
1997,10,20,3,9,0,1.031522,0.031035381
2003,9,20,4,16,1,1.035069,0.034468091
1998,8,22,7,49,0,1.035608,0.034988694
2004,16,23,0,0,1,1.036123,0.035485863
1999,8,43,28,784,0,1.036482,0.035832287
2005,4,40,29,841,0,1.037167,0.036492958
2001,10,20,3,9,1,1.037478,0.036792768
1999,10,18,1,1,0,1.038405,0.037685882
1997,6,31,18,324,0,1.039435,0.038677296
1998,1,31,23,529,0,1.040254,0.039464914
2003,13,24,4,16,0,1.04201,0.04115154
2004,9,22,6,36,1,1.042369,0.041496007
2001,16,36,13,169,1,1.044098,0.043153355
1999,7,31,17,289,0,1.048773,0.047620909
2002,12,35,16,256,1,1.049293,0.048116604
1999,11,20,2,4,0,1.049772,0.048572998
2004,16,22,-1,1,0,1.049824,0.048622531
1997,7,22,8,64,0,1.050231,0.04901014
1996,12,31,12,144,0,1.051556,0.050270972
1998,13,28,8,64,0,1.054695,0.053251626
1999,6,18,5,25,0,1.055693,0.054197423
2002,9,18,2,4,0,1.055745,0.054246679
1997,16,30,7,49,0,1.057617,0.056018264
2004,14,22,1,1,0,1.06113,0.059334378
2002,12,22,3,9,0,1.061374,0.059564295
2002,16,44,21,441,0,1.062003,0.060156748
2003,13,21,1,1,0,1.062158,0.060302688
2003,17,22,-2,4,0,1.065598,0.063536144
2003,10,21,4,16,0,1.069036,0.066757308
2003,13,23,3,9,0,1.07018,0.067826859
2005,11,25,7,49,1,1.070673,0.068287423
1997,17,22,-2,4,0,1.070943,0.068539569
2004,17,21,-3,9,0,1.071427,0.068991405
1998,11,21,3,9,0,1.072805,0.070276714
1999,12,36,17,289,0,1.075566,0.072847035
1999,12,25,6,36,0,1.079683,0.07666748
2004,4,20,9,81,0,1.080519,0.077441481
2004,11,30,12,144,1,1.082203,0.078998778
2001,9,18,2,4,1,1.083266,0.079980552
2001,18,24,-1,1,1,1.084393,0.081020383
2001,11,19,1,1,0,1.085755,0.082275598
2000,10,35,18,324,0,1.089031,0.08528831
1999,18,23,-2,4,0,1.089438,0.085661967
2003,9,21,5,25,1,1.090862,0.086968209
2000,14,21,0,0,0,1.096683,0.09229017
1998,13,22,2,4,1,1.097415,0.092957414
2002,8,35,20,400,1,1.099368,0.094735469
2000,7,18,4,16,0,1.100472,0.095739179
1997,6,18,5,25,0,1.103401,0.098397228
2000,9,21,5,25,0,1.10445,0.099347474
1997,10,19,2,4,0,1.104486,0.099380068
1999,11,37,19,361,0,1.105369,0.100179216
2005,16,22,-1,1,0,1.106189,0.100920775
1999,16,32,9,81,0,1.108753,0.10323596
2003,13,23,3,9,1,1.111077,0.105329815
2004,16,24,1,1,0,1.113922,0.107887121
2004,13,46,26,676,0,1.114582,0.108479447
2000,8,24,9,81,0,1.116791,0.110459394
1999,7,19,5,25,0,1.118552,0.112034992
2005,14,20,-1,1,0,1.119138,0.112558746
2002,14,45,24,576,0,1.119425,0.112815161
2001,10,24,7,49,1,1.119773,0.113125986
2004,13,25,5,25,1,1.120773,0.114018626
2002,12,19,0,0,0,1.122874,0.11589147
2000,12,25,6,36,0,1.124271,0.117134826
2003,13,24,4,16,1,1.1246,0.117427417
2005,18,23,-2,4,0,1.128791,0.121147148
2001,10,18,1,1,0,1.129042,0.121369486
1997,6,19,6,36,1,1.129896,0.122125593
1999,4,20,9,81,0,1.13165,0.123676745
2005,15,21,-1,1,0,1.132645,0.124555605
2003,4,20,9,81,1,1.134145,0.125879063
2000,12,19,0,0,0,1.145018,0.135420357
2003,12,19,0,0,1,1.145305,0.135670977
1997,12,49,30,900,0,1.14725,0.137367774
2001,11,18,0,0,1,1.147653,0.137718987
2000,9,34,18,324,0,1.148695,0.138626515
2000,3,38,28,784,0,1.149038,0.138925071
1997,11,18,0,0,0,1.149386,0.139227887
2005,14,21,0,0,1,1.149879,0.139656719
2000,4,28,17,289,1,1.153837,0.14309291
2002,11,33,15,225,0,1.154534,0.143696799
2000,13,29,9,81,0,1.154848,0.143968734
2000,9,18,2,4,0,1.156486,0.145386097
2005,17,22,-2,4,0,1.156633,0.145513198
2000,16,26,3,9,0,1.156862,0.145711167
2002,12,44,25,625,0,1.157412,0.146186478
2005,13,22,2,4,1,1.157422,0.146195118
1999,11,19,1,1,0,1.15747,0.146236589
2003,16,26,3,9,1,1.157496,0.146259051
2005,16,40,17,289,1,1.158904,0.147474731
2002,16,21,-2,4,1,1.159984,0.148406212
1996,10,26,9,81,0,1.160896,0.149192121
2003,17,48,24,576,1,1.160933,0.149223992
1999,12,31,12,144,1,1.161038,0.149314433
2003,9,24,8,64,1,1.162123,0.150248505
1996,14,22,1,1,0,1.16257,0.150633072
2001,12,25,6,36,1,1.164741,0.152498745
1999,9,18,2,4,0,1.164837,0.152581163
1997,10,18,1,1,1,1.166307,0.153842347
2000,9,18,2,4,0,1.168367,0.155607047
1998,6,18,5,25,0,1.168526,0.155743125
2000,9,41,25,625,0,1.174034,0.160445682
2000,4,38,27,729,0,1.174084,0.160488269
2001,2,41,32,1024,0,1.17657,0.162603426
2001,11,19,1,1,0,1.176798,0.162797191
1996,10,41,24,576,0,1.179392,0.164999051
2004,8,29,14,196,0,1.181941,0.167158002
2005,12,41,22,484,0,1.182123,0.167311974
2005,9,18,2,4,0,1.182416,0.167559803
2001,7,30,16,256,1,1.185425,0.17010136
1999,8,21,6,36,0,1.187142,0.171548738
1998,6,38,25,625,0,1.187221,0.171615282
2005,15,22,0,0,1,1.191818,0.175479872
2003,11,22,4,16,0,1.192293,0.175878344
2002,9,32,16,256,0,1.193468,0.176863355
1998,9,31,15,225,0,1.194555,0.177773731
2000,5,29,17,289,0,1.195507,0.178570363
2004,9,35,19,361,0,1.197399,0.180151704
1998,10,35,18,324,0,1.19801,0.180661847
1998,8,37,22,484,0,1.198092,0.180730291
2000,9,34,18,324,0,1.198632,0.181180906
1999,12,20,1,1,0,1.19917,0.181629651
1999,8,18,3,9,0,1.200823,0.183007155
2004,2,38,29,841,0,1.203092,0.18489491
1998,10,19,2,4,0,1.204047,0.185688383
2000,11,34,16,256,0,1.20476,0.186280377
1997,12,24,5,25,0,1.205801,0.187144076
1999,12,25,6,36,0,1.206356,0.187604245
1997,7,33,19,361,0,1.206462,0.18769211
2002,7,19,5,25,1,1.20754,0.188585232
1999,11,21,3,9,0,1.208517,0.189393988
1997,13,23,3,9,1,1.208541,0.189413847
1997,8,18,3,9,0,1.209099,0.189875454
1999,6,21,8,64,0,1.209153,0.189920114
2000,5,50,38,1444,0,1.209176,0.189939136
2003,13,18,-2,4,1,1.210562,0.191084715
1998,9,24,8,64,0,1.211498,0.19185761
1997,10,31,14,196,0,1.211979,0.192254561
2000,9,19,3,9,0,1.21286,0.192981207
1999,7,33,19,361,0,1.213754,0.193718036
1997,5,41,29,841,0,1.215139,0.194858474
1998,13,18,-2,4,0,1.217041,0.196422503
2002,13,22,2,4,1,1.217596,0.196878423
1997,10,37,20,400,0,1.219342,0.198311369
2005,12,18,-1,1,0,1.223306,0.20155703
1999,13,33,13,169,0,1.224247,0.202325961
2001,12,19,0,0,0,1.226949,0.2045306
2003,11,28,10,100,0,1.227829,0.205247569
1998,7,18,4,16,0,1.230204,0.207180009
1997,6,18,5,25,0,1.230273,0.207236096
1998,13,20,0,0,1,1.230371,0.20731575
1997,1,18,10,100,0,1.232114,0.208731393
2004,10,18,1,1,0,1.232945,0.209405617
1999,14,36,15,225,0,1.238577,0.21396314
1998,2,46,37,1369,0,1.238989,0.214295724
2004,14,32,11,121,1,1.241297,0.216156801
2002,13,19,-1,1,0,1.241402,0.216241386
2001,15,22,0,0,1,1.242833,0.217393451
1999,13,50,30,900,0,1.242989,0.217518963
1998,14,25,4,16,1,1.243274,0.217748223
2004,12,24,5,25,0,1.243914,0.21826286
2000,12,40,21,441,1,1.245882,0.219843713
1997,12,18,-1,1,0,1.246752,0.22054177
1997,7,35,21,441,0,1.247933,0.221488583
2004,1,37,29,841,1,1.252727,0.225322775
2000,14,22,1,1,0,1.25335,0.225819967
2000,9,28,12,144,0,1.254952,0.227097325
2002,2,39,30,900,1,1.261966,0.232670822
1997,6,18,5,25,0,1.262108,0.232783339
1999,13,39,19,361,1,1.263504,0.233888814
2002,8,18,3,9,0,1.263975,0.234261517
1999,12,38,19,361,0,1.264845,0.234949585
2003,12,39,20,400,0,1.265378,0.235370892
2000,1,40,32,1024,0,1.265501,0.235468091
2001,11,45,27,729,1,1.265866,0.235756473
2004,14,26,5,25,0,1.26652,0.236272982
1999,14,27,6,36,1,1.27114,0.239914136
1998,12,28,9,81,0,1.272919,0.241312688
2001,9,30,14,196,0,1.274298,0.242395439
1996,11,36,18,324,1,1.275661,0.243464476
2002,13,23,3,9,0,1.276017,0.243743508
1996,8,29,14,196,0,1.27735,0.244787619
2005,11,25,7,49,0,1.277806,0.245144545
2004,13,18,-2,4,0,1.278198,0.245451274
1996,4,33,22,484,0,1.28019,0.247008504
1998,0,42,35,1225,0,1.280817,0.247498156
2001,13,33,13,169,0,1.281912,0.248352713
1999,0,40,33,1089,0,1.284591,0.25044038
2005,11,18,0,0,0,1.286072,0.251592612
2000,9,21,5,25,0,1.286898,0.252234671
2003,12,25,6,36,0,1.287539,0.252732644
1998,17,41,17,289,0,1.290698,0.255183157
1997,11,19,1,1,0,1.290881,0.255324931
2003,13,21,1,1,1,1.29126,0.255618486
2000,7,18,4,16,0,1.296119,0.259374415
1996,6,49,36,1296,1,1.296674,0.259802524
2004,5,24,12,144,0,1.297946,0.260783015
1998,10,33,16,256,0,1.298874,0.261497735
1999,13,30,10,100,0,1.299967,0.26233888
2003,13,23,3,9,0,1.300085,0.262429647
2004,16,22,-1,1,0,1.300463,0.262720355
2001,12,18,-1,1,0,1.302261,0.264101985
2000,13,48,28,784,0,1.304815,0.266061268
2003,13,21,1,1,0,1.305916,0.26690471
2002,7,40,26,676,0,1.306778,0.267564566
2001,12,45,26,676,1,1.307116,0.267823184
1996,8,37,22,484,0,1.307613,0.268203338
1996,12,20,1,1,0,1.308615,0.268969326
2001,18,39,14,196,1,1.30949,0.269637748
1998,5,49,37,1369,0,1.310101,0.270104233
1996,15,37,15,225,0,1.312175,0.271686066
2002,12,50,31,961,1,1.312793,0.272156929
1996,2,20,11,121,1,1.312813,0.272172163
2002,10,18,1,1,1,1.313017,0.272327543
2004,15,25,3,9,0,1.313265,0.272516403
2003,11,39,21,441,0,1.313577,0.27275395
2000,10,22,5,25,0,1.313666,0.272821702
1997,6,21,8,64,0,1.313688,0.272838449
1997,13,27,7,49,0,1.315399,0.274140042
2003,9,21,5,25,0,1.317059,0.275401221
1998,13,35,15,225,0,1.318257,0.276310409
2004,8,31,16,256,0,1.319834,0.277505971
1997,8,21,6,36,0,1.320556,0.27805286
2000,15,21,-1,1,0,1.321286,0.278605505
1997,8,24,9,81,0,1.321914,0.279080686
1998,6,29,16,256,0,1.321998,0.279144229
2000,17,36,12,144,0,1.32284,0.279780941
1998,13,44,24,576,1,1.326609,0.282626062
2002,2,48,39,1521,1,1.327307,0.283152078
2003,7,40,26,676,0,1.328824,0.284294341
2001,6,34,21,441,0,1.32905,0.284464401
1997,9,34,18,324,1,1.329155,0.284543402
2001,9,18,2,4,1,1.329207,0.284582524
1999,7,22,8,64,1,1.329257,0.28462014
2002,15,38,16,256,1,1.329672,0.284932295
2000,12,21,2,4,0,1.330636,0.285657023
2000,9,19,3,9,0,1.330987,0.285920772
2002,10,30,13,169,0,1.331274,0.286136378
1998,12,29,10,100,1,1.332048,0.286717608
1996,2,31,22,484,0,1.333135,0.287533311
2000,1,34,26,676,0,1.334292,0.288400814
2003,14,23,2,4,1,1.335271,0.289134268
2002,17,23,-1,1,0,1.336025,0.289698788
2000,11,38,20,400,0,1.33613,0.289777376
1999,4,33,22,484,0,1.338383,0.291462169
2002,12,39,20,400,1,1.338613,0.291634003
2000,10,49,32,1024,0,1.338654,0.291664632
2003,7,28,14,196,0,1.339114,0.292008201
2001,2,38,29,841,0,1.340288,0.292884516
2001,8,19,4,16,1,1.341941,0.294117073
2004,8,18,3,9,1,1.342423,0.29447619
1999,7,20,6,36,0,1.345693,0.296909122
1998,14,30,9,81,1,1.345857,0.297030985
1997,15,23,1,1,0,1.346278,0.297343748
2004,12,18,-1,1,0,1.346458,0.297477441
1999,13,30,10,100,1,1.346481,0.297494523
2000,8,40,25,625,0,1.347549,0.298287387
2004,10,28,11,121,0,1.349467,0.2997097
1996,12,19,0,0,0,1.35175,0.301400049
1997,11,24,6,36,0,1.352554,0.301994657
1998,16,25,2,4,0,1.352592,0.302022752
2005,8,21,6,36,0,1.353157,0.302440381
2004,7,18,4,16,1,1.357357,0.305539427
2004,13,41,21,441,1,1.357937,0.305966636
1996,5,41,29,841,0,1.358732,0.306551912
2001,14,38,17,289,1,1.3596,0.307190539
2005,8,39,24,576,0,1.360724,0.308016911
1999,12,34,15,225,0,1.361987,0.308944663
1996,5,37,25,625,0,1.362111,0.309035702
2000,9,19,3,9,0,1.362787,0.309531868
1996,10,23,6,36,0,1.364905,0.311084829
1999,11,26,8,64,1,1.367172,0.312744373
2005,3,20,10,100,1,1.369246,0.314260223
1997,5,28,16,256,0,1.372695,0.316775961
1999,9,23,7,49,0,1.372863,0.31689834
2003,7,35,21,441,1,1.374411,0.318025276
2004,13,41,21,441,1,1.374505,0.318093666
1997,11,27,9,81,0,1.375221,0.318614445
2000,9,18,2,4,0,1.376702,0.319690784
2002,12,22,3,9,0,1.379621,0.321808824
2004,2,30,21,441,0,1.382248,0.323711159
2002,13,30,10,100,0,1.383185,0.324388811
2002,12,40,21,441,1,1.391071,0.330073954
1999,5,22,10,100,0,1.393214,0.331613308
1999,8,30,15,225,0,1.394074,0.332230396
1996,11,19,1,1,0,1.395161,0.333009821
1996,7,22,8,64,0,1.397778,0.334883833
2004,9,19,3,9,0,1.399742,0.336287934
1999,15,25,3,9,0,1.406087,0.340810669
1998,8,34,19,361,0,1.408317,0.342395374
2004,6,35,22,484,1,1.408952,0.342846166
1997,4,38,27,729,0,1.409327,0.343112285
2003,12,18,-1,1,0,1.414153,0.346530765
2000,11,28,10,100,0,1.414426,0.346723795
2000,14,18,-3,9,0,1.414543,0.346806511
2000,12,44,25,625,1,1.415711,0.347631878
2000,7,19,5,25,0,1.416985,0.348531375
2000,9,18,2,4,0,1.417764,0.349080983
2005,11,21,3,9,0,1.41977,0.350494887
2001,9,31,15,225,1,1.420466,0.350984987
1999,1,44,36,1296,0,1.421521,0.351727425
2003,15,27,5,25,0,1.423413,0.353057509
2003,10,19,2,4,0,1.423869,0.353377814
1997,4,18,7,49,0,1.425017,0.354183743
1997,13,25,5,25,0,1.42601,0.354880335
2003,12,18,-1,1,0,1.426784,0.355422961
2000,11,30,12,144,0,1.427353,0.35582168
1998,7,35,21,441,0,1.427394,0.355850404
1997,10,19,2,4,0,1.427525,0.355942176
1998,13,23,3,9,0,1.427579,0.355980003
1997,16,25,2,4,0,1.428085,0.356334386
2002,11,37,19,361,0,1.431433,0.35867604
1998,10,34,17,289,0,1.431469,0.35870119
1999,9,48,32,1024,0,1.432182,0.359199155
1999,10,19,2,4,0,1.433653,0.360225732
2002,15,39,17,289,1,1.436882,0.362475488
2000,9,42,26,676,0,1.437381,0.362822708
2004,10,20,3,9,0,1.438819,0.363822638
1996,8,20,5,25,0,1.439858,0.364544498
1999,12,18,-1,1,0,1.439919,0.364586862
2000,8,36,21,441,0,1.439975,0.364625752
1997,13,29,9,81,0,1.442419,0.366321565
1998,12,18,-1,1,0,1.442596,0.366444268
2000,13,18,-2,4,0,1.443286,0.366922458
2000,7,21,7,49,0,1.444015,0.367427428
1998,10,20,3,9,0,1.444165,0.3675313
2005,8,19,4,16,0,1.445594,0.36852031
2005,9,36,20,400,0,1.449814,0.371435272
2002,10,32,15,225,0,1.450833,0.372137874
2001,12,26,7,49,1,1.451696,0.372732528
2001,13,20,0,0,1,1.45511,0.375081499
