year,educ,age,exp,exp_sq,non_white,y,lny
2000,13,38,18,324,0,13.67762,2.61576092
2003,9,47,31,961,1,13.67801,2.615789434
2002,14,29,8,64,0,13.67856,2.615829643
2005,11,32,14,196,1,13.67931,2.615884472
1998,11,40,22,484,0,13.67944,2.615893976
2000,16,42,19,361,0,13.68174,2.616062097
1998,14,30,9,81,0,13.6826,2.616124953
2004,10,41,24,576,0,13.68449,2.616263075
2005,16,42,19,361,0,13.6848,2.616285728
1999,14,43,22,484,1,13.68481,2.616286459
2000,9,39,23,529,0,13.68592,2.616367567
2000,10,38,21,441,0,13.68754,2.61648593
1998,9,25,9,81,0,13.68768,2.616496158
2003,8,31,16,256,0,13.68909,2.616599165
1996,14,32,11,121,1,13.68927,2.616612314
2003,16,29,6,36,0,13.69021,2.616680979
2004,18,37,12,144,0,13.69025,2.616683901
2002,11,50,32,1024,1,13.6906,2.616709466
1996,14,36,15,225,1,13.69118,2.61675183
2003,14,48,27,729,1,13.69151,2.616775933
2002,8,43,28,784,0,13.69156,2.616779585
2005,11,33,15,225,0,13.69206,2.616816103
2004,9,44,28,784,0,13.69227,2.61683144
2000,14,30,9,81,0,13.69287,2.616875259
1999,13,46,26,676,0,13.69342,2.616915425
2000,14,29,8,64,0,13.69495,2.617027152
1999,12,32,13,169,0,13.69564,2.617077534
1997,14,43,22,484,0,13.6983,2.617271738
2000,18,32,7,49,0,13.70004,2.617398753
2001,15,44,22,484,1,13.70018,2.617408971
2002,13,35,15,225,0,13.70019,2.617409701
2000,12,37,18,324,0,13.70022,2.617411891
2002,11,22,4,16,0,13.70082,2.617455685
2002,14,29,8,64,0,13.70101,2.617469553
1999,9,43,27,729,0,13.70294,2.617610408
1997,18,40,15,225,0,13.70327,2.61763449
2000,16,46,23,529,0,13.70468,2.61773738
1999,13,25,5,25,1,13.7062,2.617848285
1998,16,35,12,144,1,13.7066,2.617877469
1996,14,43,22,484,0,13.70681,2.61789279
2002,9,50,34,1156,0,13.70752,2.617944587
2003,7,22,8,64,1,13.70848,2.618014619
2000,12,33,14,196,0,13.70956,2.6180934
2005,10,49,32,1024,0,13.70976,2.618107988
2004,14,47,26,676,1,13.71032,2.618148834
2002,6,48,35,1225,0,13.7105,2.618161963
1999,16,50,27,729,0,13.71122,2.618214476
2004,15,34,12,144,0,13.71153,2.618237085
2000,14,37,16,256,0,13.71269,2.618321681
2002,8,41,26,676,1,13.71312,2.618353039
1997,11,45,27,729,0,13.71329,2.618365436
1996,13,30,10,100,0,13.71331,2.618366894
1996,14,28,7,49,1,13.71404,2.618420126
2002,17,40,16,256,1,13.71434,2.618442001
1996,13,28,8,64,0,13.71499,2.618489395
1997,13,35,15,225,0,13.71509,2.618496687
2000,10,31,14,196,0,13.71528,2.61851054
1997,11,33,15,225,0,13.71535,2.618515644
1999,11,44,26,676,0,13.71563,2.618536058
2005,11,41,23,529,0,13.71653,2.618601675
1999,7,43,29,841,0,13.718,2.618708839
2004,9,35,19,361,0,13.71809,2.6187154
2004,13,22,2,4,0,13.71827,2.618728521
1999,13,34,14,196,0,13.72022,2.618870657
2003,11,39,21,441,1,13.72033,2.618878674
2002,12,42,23,529,1,13.72165,2.618974877
1996,14,45,24,576,0,13.72309,2.619079816
1997,12,38,19,361,0,13.72591,2.619285288
2004,14,29,8,64,1,13.7261,2.61929913
1996,17,29,5,25,0,13.72714,2.619374895
1998,12,36,17,289,0,13.72866,2.619485619
1996,13,46,26,676,0,13.72881,2.619496545
1997,16,35,12,144,0,13.72948,2.619545346
2005,13,40,20,400,0,13.73034,2.619607983
2000,9,19,3,9,0,13.73053,2.619621821
2002,16,42,19,361,1,13.73058,2.619625462
2003,8,32,17,289,0,13.73171,2.619707757
2004,16,45,22,484,1,13.73272,2.619781306
2005,8,43,28,784,0,13.73291,2.619795142
2004,14,42,21,441,1,13.73409,2.619881063
2002,15,34,12,144,0,13.73503,2.619949504
2002,11,40,22,484,0,13.7357,2.619998283
1999,14,36,15,225,0,13.73575,2.620001923
2002,17,31,7,49,0,13.73652,2.62005798
1999,18,31,6,36,0,13.73655,2.620060164
2003,10,33,16,256,1,13.73707,2.620098018
2002,12,50,31,961,0,13.73731,2.620115489
1998,15,28,6,36,0,13.73782,2.620152613
2003,12,28,9,81,0,13.73904,2.620241415
2003,17,26,2,4,1,13.73928,2.620258884
2002,10,43,26,676,0,13.74042,2.620341854
2005,18,27,2,4,1,13.74196,2.620453926
2004,14,36,15,225,1,13.74255,2.620496859
2003,12,33,14,196,1,13.74273,2.620509957
2004,14,40,19,361,1,13.74381,2.620588541
2003,12,31,12,144,1,13.74455,2.620642382
2002,15,35,13,169,0,13.74604,2.620750783
2003,11,32,14,196,0,13.74617,2.62076024
2001,11,45,27,729,0,13.74722,2.620836622
2005,8,35,20,400,0,13.74793,2.620888267
2003,14,45,24,576,1,13.75047,2.621073005
2004,15,50,28,784,0,13.75097,2.621109367
2002,15,29,7,49,1,13.75102,2.621113003
2000,14,39,18,324,1,13.75211,2.621192267
2000,14,22,1,1,0,13.75314,2.621267162
1999,12,39,20,400,1,13.75468,2.62137913
2002,14,25,4,16,0,13.75535,2.621427839
2003,15,30,8,64,0,13.7555,2.621438744
1997,14,26,5,25,0,13.7592,2.621707691
2003,16,40,17,289,1,13.75945,2.621725861
1998,12,33,14,196,0,13.75996,2.621762926
1998,3,50,40,1600,0,13.7601,2.6217731
2004,12,48,29,841,0,13.76021,2.621781094
2005,15,30,8,64,1,13.76054,2.621805076
1997,11,36,18,324,0,13.76207,2.621916257
2005,10,38,21,441,0,13.76251,2.621948229
2004,13,29,9,81,1,13.76301,2.621984559
2003,15,42,20,400,0,13.76332,2.622007082
2002,13,44,24,576,0,13.76347,2.622017981
2001,12,33,14,196,0,13.7646,2.622100079
2000,15,36,14,196,0,13.7648,2.622114609
2003,12,40,21,441,1,13.76518,2.622142215
1999,12,34,15,225,0,13.76526,2.622148027
2005,8,44,29,841,0,13.76579,2.622186529
2004,12,39,20,400,1,13.76599,2.622201058
2003,16,33,10,100,0,13.76627,2.622221397
2002,7,31,17,289,0,13.7673,2.622296215
2005,8,34,19,361,0,13.76731,2.622296941
1997,12,27,8,64,0,13.7682,2.622361585
2005,6,34,21,441,0,13.77106,2.622569289
2003,11,32,14,196,0,13.7731,2.622717414
1996,11,41,23,529,0,13.77468,2.622832124
2004,13,45,25,625,0,13.77494,2.622850999
2005,14,31,10,100,0,13.77663,2.622973678
2001,12,33,14,196,1,13.77694,2.62299618
2000,11,35,17,289,0,13.77798,2.623071666
2000,14,50,29,841,1,13.7789,2.623138437
1999,10,37,20,400,0,13.77917,2.623158032
2004,12,49,30,900,1,13.77937,2.623172546
1997,10,34,17,289,0,13.77937,2.623172546
2001,11,50,32,1024,0,13.78155,2.623330741
2005,15,50,28,784,1,13.78277,2.623419261
1999,15,46,24,576,0,13.78329,2.623456989
2001,12,35,16,256,0,13.78431,2.623530989
2000,8,44,29,841,0,13.78476,2.623563634
2002,12,29,10,100,0,13.7856,2.623624569
2004,15,44,22,484,0,13.78746,2.623759483
2002,10,49,32,1024,0,13.78762,2.623771088
2004,16,32,9,81,0,13.78793,2.623793572
1997,16,32,9,81,0,13.78833,2.623822582
2003,12,40,21,441,0,13.78879,2.623855943
2005,10,44,27,729,0,13.78941,2.623900906
2000,12,35,16,256,1,13.79009,2.623950218
2004,15,33,11,121,1,13.79057,2.623985025
2004,8,48,33,1089,1,13.79175,2.624070587
2004,9,29,13,169,0,13.79321,2.624176442
1997,9,40,24,576,0,13.79611,2.624386668
2004,11,38,20,400,0,13.79673,2.624431608
2003,17,30,6,36,0,13.79694,2.624446828
2003,14,26,5,25,1,13.79709,2.6244577
2005,9,33,17,289,1,13.79729,2.624472196
2005,15,47,25,625,0,13.79746,2.624484517
2002,16,47,24,576,0,13.79823,2.624540323
2005,10,37,20,400,0,13.79846,2.624556992
2004,12,45,26,676,0,13.79888,2.624587429
2005,9,50,34,1156,0,13.79896,2.624593227
2000,18,48,23,529,0,13.79999,2.624667868
2004,11,25,7,49,1,13.80033,2.624692505
1998,11,47,29,841,0,13.80066,2.624716417
1996,15,39,17,289,0,13.80131,2.624763515
2004,14,31,10,100,0,13.80203,2.624815683
2003,17,36,12,144,0,13.80244,2.624845388
2005,15,33,11,121,1,13.80257,2.624854807
2002,11,31,13,169,0,13.80268,2.624862776
2005,6,44,31,961,1,13.80453,2.624996799
2005,12,41,22,484,0,13.80504,2.625033743
2003,13,42,22,484,0,13.80507,2.625035916
2004,13,28,8,64,0,13.80545,2.625063442
2004,10,34,17,289,0,13.80602,2.625104729
2005,15,31,9,81,0,13.80794,2.625243789
2000,16,31,8,64,0,13.80811,2.625256101
1996,5,40,28,784,0,13.80826,2.625266964
1999,11,45,27,729,0,13.80872,2.625300277
1997,15,28,6,36,1,13.809,2.625320554
1997,12,32,13,169,0,13.809,2.625320554
1997,8,35,20,400,0,13.81007,2.625398036
2005,6,26,13,169,0,13.81055,2.625432793
2003,10,20,3,9,1,13.81098,2.625463928
1997,14,49,28,784,1,13.81119,2.625479133
2005,12,33,14,196,1,13.8118,2.625523299
2000,15,31,9,81,1,13.81184,2.625526195
1999,13,28,8,64,0,13.81227,2.625557328
1998,13,44,24,576,0,13.81315,2.625621037
2003,6,39,26,676,0,13.81354,2.625649271
2002,10,26,9,81,1,13.81462,2.625727452
2003,8,45,30,900,0,13.81535,2.625780293
2002,13,37,17,289,0,13.81556,2.625795493
2003,12,35,16,256,0,13.81762,2.625944589
2000,11,30,12,144,0,13.81795,2.625968472
2003,12,46,27,729,0,13.81885,2.626033602
2002,8,44,29,841,1,13.81972,2.626096558
2000,12,41,22,484,0,13.82267,2.626309998
2003,13,40,20,400,1,13.8227,2.626312168
2001,11,28,10,100,0,13.82283,2.626321573
2004,12,31,12,144,0,13.82297,2.626331701
2005,13,28,8,64,1,13.8243,2.626427913
2004,14,33,12,144,0,13.8247,2.626456847
2003,15,26,4,16,0,13.82547,2.626512543
2003,11,35,17,289,0,13.82554,2.626517606
1996,16,39,16,256,1,13.82561,2.626522669
2005,12,42,23,529,1,13.8264,2.626579808
2000,9,39,23,529,0,13.8267,2.626601505
2002,1,28,20,400,0,13.82736,2.626649238
2005,12,41,22,484,1,13.82751,2.626660086
2003,11,29,11,121,1,13.82815,2.62670637
1998,15,46,24,576,0,13.8286,2.626738911
2005,16,48,25,625,0,13.82927,2.62678736
2004,7,40,26,676,0,13.83006,2.626844484
2005,10,43,26,676,0,13.83016,2.626851715
2000,13,41,21,441,0,13.83068,2.626889313
2004,9,42,26,676,1,13.83093,2.626907389
1998,11,28,10,100,0,13.8317,2.626963059
2000,13,28,8,64,0,13.83182,2.626971735
2005,11,42,24,576,0,13.83326,2.627075837
2005,15,33,11,121,0,13.83327,2.62707656
2001,11,43,25,625,1,13.83354,2.627096078
1997,13,30,10,100,0,13.83395,2.627125716
2005,16,31,8,64,0,13.83438,2.627156798
2002,10,40,23,529,0,13.83588,2.627265218
1999,12,38,19,361,1,13.83605,2.627277505
2005,5,42,30,900,1,13.83633,2.627297742
2004,16,43,20,400,0,13.83637,2.627300633
2005,12,40,21,441,0,13.83759,2.627388802
1998,17,27,3,9,0,13.83842,2.627448782
2003,12,43,24,576,0,13.83918,2.6275037
2005,6,46,33,1089,1,13.83929,2.627511648
2003,12,33,14,196,0,13.83986,2.627552835
2003,13,36,16,256,0,13.84107,2.627640259
2004,13,43,23,529,1,13.84155,2.627674938
2000,12,43,24,576,0,13.84201,2.627708171
1997,11,47,29,841,1,13.84272,2.627759463
2004,15,25,3,9,0,13.84311,2.627787636
1996,16,32,9,81,0,13.84349,2.627815086
2004,13,43,23,529,1,13.84468,2.627901043
2004,10,37,20,400,0,13.84561,2.627968215
2005,13,32,12,144,0,13.84582,2.627983382
2005,14,35,14,196,0,13.84597,2.627994216
1996,12,26,7,49,0,13.84633,2.628020216
2003,7,44,30,900,1,13.84702,2.628070047
2005,8,44,29,841,1,13.84769,2.628118432
2003,13,33,13,169,0,13.84826,2.628159593
2005,10,43,26,676,0,13.85087,2.628348047
2003,12,44,25,625,1,13.85115,2.628368262
2003,10,41,24,576,0,13.85152,2.628394974
1998,11,33,15,225,0,13.85197,2.628427461
2003,13,27,7,49,0,13.85262,2.628474384
2002,12,41,22,484,1,13.85379,2.628558841
1997,13,37,17,289,0,13.85381,2.628560285
2004,14,40,19,361,1,13.85403,2.628576165
2005,11,46,28,784,0,13.85445,2.628606481
2004,12,47,28,784,0,13.8548,2.628631743
2002,12,25,6,36,0,13.85623,2.628734951
1996,12,48,29,841,0,13.85733,2.628814335
2005,13,27,7,49,0,13.85788,2.628854024
2003,11,50,32,1024,0,13.85917,2.628947107
2005,11,46,28,784,1,13.85958,2.62897669
2005,14,42,21,441,0,13.86186,2.629141184
2000,12,43,24,576,0,13.86287,2.629214043
1998,13,36,16,256,0,13.86307,2.62922847
2005,10,32,15,225,0,13.86418,2.629308536
2005,8,25,10,100,1,13.86443,2.629326568
1999,13,45,25,625,0,13.86673,2.629492446
2004,11,46,28,784,1,13.86694,2.62950759
2002,16,36,13,169,1,13.86834,2.629608544
2002,10,37,20,400,1,13.86863,2.629629455
1997,17,49,25,625,0,13.86913,2.629665507
1997,14,35,14,196,1,13.86951,2.629692906
1999,16,35,12,144,0,13.86953,2.629694348
2001,13,35,15,225,1,13.8697,2.629706605
2000,16,37,14,196,0,13.86973,2.629708768
2004,12,44,25,625,0,13.86974,2.629709489
1999,9,42,26,676,0,13.86992,2.629722466
2003,11,40,22,484,0,13.86993,2.629723187
1996,14,46,25,625,1,13.87054,2.629767167
2004,14,50,29,841,1,13.87086,2.629790237
2003,9,45,29,841,0,13.8709,2.62979312
2004,15,38,16,256,1,13.87245,2.629904859
2004,14,27,6,36,1,13.87295,2.629940901
2005,9,45,29,841,0,13.87339,2.629972617
1999,11,41,23,529,0,13.87404,2.630019468
2005,11,34,16,256,0,13.87437,2.630043253
2001,17,33,9,81,0,13.8747,2.630067038
2002,13,37,17,289,0,13.87621,2.630175863
2000,18,27,2,4,0,13.87672,2.630212616
1999,14,35,14,196,0,13.87678,2.63021694
2000,10,43,26,676,0,13.87691,2.630226308
1997,10,32,15,225,1,13.87726,2.630251529
2004,12,43,24,576,1,13.87783,2.630292603
2005,12,27,8,64,0,13.87845,2.630337277
2000,16,40,17,289,1,13.87898,2.630375465
2002,12,44,25,625,0,13.8806,2.630492182
2000,15,49,27,729,0,13.881,2.630520999
2002,4,37,26,676,0,13.8813,2.630542611
1998,14,39,18,324,0,13.88172,2.630572867
2004,14,35,14,196,1,13.88294,2.630660748
2000,12,37,18,324,0,13.88385,2.630726294
2005,13,32,12,144,1,13.88427,2.630756545
1997,14,40,19,361,0,13.88505,2.630812722
2000,16,35,12,144,1,13.88505,2.630812722
1999,16,32,9,81,0,13.88561,2.630853052
2003,14,40,19,361,0,13.88563,2.630854492
2005,13,39,19,361,0,13.88567,2.630857373
2003,13,32,12,144,1,13.88693,2.63094811
2005,11,50,32,1024,0,13.88762,2.630997796
2005,10,22,5,25,0,13.88783,2.631012917
2005,17,26,2,4,0,13.88891,2.63109068
2003,15,41,19,361,0,13.89275,2.631367121
2002,8,48,33,1089,0,13.89391,2.631450615
1999,12,39,20,400,1,13.89446,2.6314902
1999,8,39,24,576,0,13.89458,2.631498836
2005,11,47,29,841,1,13.89494,2.631524745
1996,12,34,15,225,0,13.89522,2.631544896
2004,14,38,17,289,1,13.8963,2.631622618
2005,15,43,21,441,0,13.89656,2.631641327
1998,2,50,41,1681,0,13.89799,2.631744225
2000,12,38,19,361,0,13.89823,2.631761494
2004,13,28,8,64,1,13.89861,2.631788835
2004,16,25,2,4,0,13.90045,2.631921214
2005,15,25,3,9,0,13.90102,2.631962219
2004,16,49,26,676,1,13.90218,2.632045662
1997,10,45,28,784,0,13.90379,2.632161465
2003,13,35,15,225,0,13.90573,2.632300985
2005,12,40,21,441,1,13.90654,2.632359233
2005,14,47,26,676,0,13.90736,2.632418196
2004,12,41,22,484,1,13.90738,2.632419634
2003,12,34,15,225,1,13.90794,2.6324599
2003,13,39,19,361,1,13.908,2.632464214
2004,11,26,8,64,0,13.90817,2.632476437
1998,15,47,25,625,0,13.9097,2.632586438
2004,10,47,30,900,0,13.90996,2.63260513
2000,11,39,21,441,0,13.9101,2.632615195
2004,14,49,28,784,1,13.91047,2.632641794
2003,10,36,19,361,0,13.91492,2.632961646
1999,7,46,32,1024,0,13.91524,2.632984642
2003,11,38,20,400,0,13.91627,2.633058659
1998,13,30,10,100,0,13.91652,2.633076624
2000,14,40,19,361,1,13.91705,2.633114707
2000,3,46,36,1296,0,13.91722,2.633126922
1998,13,43,23,529,0,13.91745,2.633143448
2002,11,38,20,400,0,13.91808,2.633188714
2004,15,45,23,529,0,13.91809,2.633189433
2004,11,50,32,1024,0,13.9182,2.633197336
2005,11,41,23,529,0,13.91865,2.633229667
2002,11,28,10,100,1,13.91962,2.633299356
2005,15,31,9,81,0,13.91974,2.633307977
1999,14,27,6,36,0,13.92228,2.633490435
2003,10,47,30,900,0,13.92291,2.633535685
1996,8,35,20,400,0,13.92428,2.633634079
2003,11,39,21,441,0,13.92523,2.633702303
2004,15,45,23,529,0,13.92584,2.633746107
2003,13,48,28,784,1,13.92729,2.633850225
2004,10,33,16,256,0,13.9284,2.633929921
2003,15,33,11,121,0,13.9287,2.63395146
2005,10,31,14,196,0,13.92873,2.633953613
2004,16,32,9,81,0,13.92993,2.634039763
2004,11,45,27,729,0,13.93428,2.634351991
2002,8,40,25,625,0,13.93485,2.634392897
1996,14,39,18,324,0,13.93486,2.634393614
1999,13,36,16,256,1,13.93518,2.634416578
1998,8,38,23,529,0,13.93706,2.634551479
2003,9,37,21,441,1,13.93717,2.634559372
2002,12,44,25,625,0,13.93767,2.634595246
2000,10,39,22,484,0,13.93779,2.634603856
2001,13,42,22,484,0,13.93787,2.634609596
2003,4,49,38,1444,0,13.93863,2.634664122
1999,16,38,15,225,0,13.93895,2.63468708
2002,15,36,14,196,0,13.93897,2.634688515
1997,16,31,8,64,0,13.93901,2.634691384
2000,12,39,20,400,0,13.93962,2.634735145
2005,17,39,15,225,1,13.93981,2.634748775
2002,9,48,32,1024,0,13.93988,2.634753797
2002,11,28,10,100,1,13.94109,2.634840595
2001,16,49,26,676,0,13.94182,2.634892956
1997,10,47,30,900,1,13.94595,2.635189144
2000,15,30,8,64,0,13.94632,2.635215674
2005,13,32,12,144,1,13.9464,2.63522141
2003,11,30,12,144,0,13.94725,2.635282356
2002,14,49,28,784,1,13.94953,2.635445816
2004,9,41,25,625,0,13.94955,2.63544725
2002,11,36,18,324,0,13.95013,2.635488827
2005,13,27,7,49,0,13.9508,2.635536854
2000,13,40,20,400,0,13.95326,2.635713173
1996,11,32,14,196,0,13.95477,2.635821385
2004,16,30,7,49,0,13.95502,2.6358393
2003,12,28,9,81,0,13.95644,2.63594105
2003,8,37,22,484,0,13.95731,2.636003385
2000,9,26,10,100,0,13.95788,2.636044223
2004,15,31,9,81,0,13.95874,2.636105835
2004,15,37,15,225,0,13.95914,2.636134491
2000,12,32,13,169,0,13.95982,2.636183203
2003,10,38,21,441,0,13.96286,2.636400947
2005,15,40,18,324,1,13.96293,2.636405961
2005,15,45,23,529,0,13.96314,2.636421
2000,11,30,12,144,0,13.9633,2.636432459
2002,14,35,14,196,1,13.96333,2.636434608
1999,14,47,26,676,0,13.96391,2.636476144
2003,14,35,14,196,0,13.96405,2.63648617
2005,9,46,30,900,1,13.96411,2.636490467
2002,17,47,23,529,1,13.96434,2.636506937
2004,16,49,26,676,0,13.96502,2.636555632
2003,14,47,26,676,1,13.96795,2.636765419
2002,10,24,7,49,0,13.96831,2.636791192
2002,14,46,25,625,0,13.96856,2.63680909
2004,7,38,24,576,0,13.96882,2.636827703
2002,12,32,13,169,0,13.96998,2.636910742
2005,15,26,4,16,0,13.97025,2.636930069
2002,13,26,6,36,0,13.97027,2.6369315
1998,15,34,12,144,0,13.97062,2.636956553
1996,7,49,35,1225,0,13.97272,2.637106857
2001,13,34,14,196,0,13.97377,2.637182001
2005,15,35,13,169,0,13.97416,2.63720991
2003,14,40,19,361,1,13.97489,2.637262148
1997,13,46,26,676,0,13.9753,2.637291486
2003,12,33,14,196,0,13.97637,2.637368046
2004,14,39,18,324,0,13.97666,2.637388796
1999,8,32,17,289,0,13.97703,2.637415268
1997,13,34,14,196,0,13.97818,2.637497542
2002,9,30,14,196,0,13.9783,2.637506127
1996,6,45,32,1024,1,13.97859,2.637526873
1999,13,23,3,9,0,13.97944,2.637587679
2005,11,32,14,196,0,13.97959,2.637598409
2000,14,30,9,81,1,13.98052,2.637664932
2003,14,33,12,144,1,13.98053,2.637665647
2002,16,36,13,169,1,13.98163,2.637744325
2001,13,33,13,169,0,13.98164,2.63774504
2003,13,29,9,81,0,13.98168,2.637747901
2004,14,29,8,64,0,13.98321,2.637857324
1997,13,41,21,441,0,13.98347,2.637875918
2003,11,48,30,900,1,13.98385,2.637903092
2004,11,43,25,625,0,13.98431,2.637935987
2003,3,34,24,576,0,13.98497,2.637983181
1997,9,33,17,289,0,13.98524,2.638002488
2005,12,50,31,961,0,13.98882,2.638258439
2001,12,45,26,676,1,13.98904,2.638274166
2004,14,39,18,324,0,13.98931,2.638293467
2002,13,34,14,196,1,13.99149,2.638449288
2000,5,26,14,196,0,13.99154,2.638452861
2005,12,34,15,225,0,13.99287,2.638547914
2004,10,43,26,676,1,13.99375,2.638610801
2003,13,48,28,784,1,13.99497,2.638697979
1998,15,37,15,225,1,13.99518,2.638712985
2002,15,30,8,64,0,13.99535,2.638725132
1999,15,29,7,49,0,13.99544,2.638731562
1999,18,37,12,144,0,13.99745,2.63887517
2002,8,42,27,729,1,13.99847,2.638948038
2001,9,33,17,289,0,13.99853,2.638952324
2005,9,29,13,169,0,13.99999,2.639056615
2003,13,40,20,400,0,14.00088,2.639120185
2002,12,35,16,256,0,14.00315,2.639282304
1996,14,32,11,121,0,14.004,2.639343003
2005,13,44,24,576,0,14.00412,2.639351572
1999,14,28,7,49,0,14.00454,2.639381563
2004,15,34,12,144,1,14.0051,2.639421549
2000,18,36,11,121,0,14.00597,2.639483667
2002,14,33,12,144,0,14.00601,2.639486523
2002,12,46,27,729,1,14.00867,2.639676424
1998,10,26,9,81,0,14.00996,2.639768505
2001,7,40,26,676,1,14.01032,2.639794201
1996,16,45,22,484,0,14.01091,2.639836312
2005,11,40,22,484,1,14.01101,2.639843449
2004,14,44,23,529,0,14.01202,2.639915533
2001,13,42,22,484,1,14.01219,2.639927665
2003,11,47,29,841,0,14.01519,2.640141741
2004,15,26,4,16,0,14.01548,2.640162433
2005,10,34,17,289,0,14.01625,2.640217371
2002,11,46,28,784,0,14.01676,2.640253756
2005,17,26,2,4,1,14.01707,2.640275873
2005,13,36,16,256,0,14.01997,2.640482742
2004,14,25,4,16,0,14.02039,2.640512699
2004,10,35,18,324,0,14.02155,2.640595432
2004,13,50,30,900,0,14.02159,2.640598285
2004,12,23,4,16,1,14.02249,2.640662469
2002,15,34,12,144,0,14.0228,2.640684576
1997,8,34,19,361,0,14.02417,2.64078227
2003,10,40,23,529,1,14.02473,2.6408222
2005,18,32,7,49,0,14.02557,2.640882092
2000,12,47,28,784,0,14.02642,2.640942694
2002,14,33,12,144,0,14.02782,2.641042501
2005,13,40,20,400,1,14.0306,2.641240659
1997,13,46,26,676,1,14.03073,2.641249924
1999,9,30,14,196,0,14.03078,2.641253488
2005,10,36,19,361,0,14.03113,2.641278433
2003,9,24,8,64,0,14.03114,2.641279145
2004,8,47,32,1024,0,14.03146,2.641301951
2004,13,37,17,289,0,14.03211,2.641348275
2000,9,40,24,576,0,14.03317,2.641423813
2003,13,41,21,441,0,14.03333,2.641435214
2005,14,28,7,49,0,14.035,2.64155421
1998,14,32,11,121,1,14.03584,2.641614058
2004,10,34,17,289,1,14.0371,2.641703825
1998,17,44,20,400,0,14.03711,2.641704537
1996,15,49,27,729,0,14.03768,2.641745143
2003,16,46,23,529,1,14.03871,2.641818514
2000,14,30,9,81,0,14.03935,2.641864101
1997,13,39,19,361,0,14.03993,2.641905413
2000,16,28,5,25,0,14.04172,2.642032898
2002,7,37,23,529,1,14.04179,2.642037883
2004,14,26,5,25,1,14.04237,2.642079188
2003,6,48,35,1225,0,14.04392,2.642189562
2004,9,33,17,289,0,14.04397,2.642193122
1999,0,28,21,441,0,14.04582,2.642324843
2004,13,40,20,400,0,14.04635,2.642362576
1999,8,50,35,1225,0,14.04886,2.642541254
2005,16,46,23,529,1,14.04892,2.642545524
2004,12,29,10,100,0,14.04937,2.642577555
2000,12,43,24,576,0,14.04964,2.642596773
2005,10,40,23,529,0,14.05007,2.642627378
2005,11,38,20,400,0,14.05078,2.64267791
2001,12,42,23,529,1,14.05104,2.642696414
2004,17,37,13,169,1,14.05162,2.642737692
2003,16,47,24,576,1,14.05219,2.642778256
1999,13,46,26,676,0,14.05284,2.642824511
1998,11,47,29,841,1,14.05361,2.642879302
1996,12,27,8,64,0,14.05368,2.642884283
2004,14,45,24,576,0,14.05596,2.643046505
2005,14,48,27,729,0,14.05628,2.643069271
2000,14,36,15,225,0,14.05645,2.643081365
1998,16,27,4,16,0,14.05776,2.643174556
2000,15,35,13,169,0,14.05813,2.643200876
2000,11,38,20,400,0,14.05873,2.643243555
2004,17,50,26,676,0,14.0589,2.643255647
2005,12,46,27,729,0,14.05916,2.643274141
1997,10,40,23,529,1,14.06202,2.643477546
2000,15,40,18,324,0,14.06218,2.643488924
2000,11,36,18,324,1,14.063,2.643547235
2005,12,29,10,100,1,14.06428,2.64363825
2003,12,37,18,324,1,14.06604,2.643763382
2003,8,50,35,1225,0,14.06665,2.643806748
1997,18,33,8,64,0,14.0676,2.643874281
1998,4,42,31,961,0,14.06879,2.643958869
2003,12,36,17,289,0,14.0697,2.644023549
2005,16,50,27,729,0,14.07021,2.644059796
2002,15,25,3,9,0,14.07075,2.644098175
2004,13,46,26,676,0,14.07137,2.644142237
2000,12,47,28,784,0,14.07283,2.644245988
2002,13,50,30,900,0,14.07317,2.644270148
2005,9,30,14,196,1,14.07389,2.644321308
2005,9,41,25,625,0,14.07529,2.644420778
2005,16,36,13,169,1,14.07575,2.644453459
2005,9,40,24,576,0,14.07772,2.644593406
2005,15,34,12,144,1,14.07822,2.644628922
2005,8,28,13,169,0,14.07854,2.644651652
2000,12,39,20,400,0,14.07867,2.644660886
2005,11,28,10,100,0,14.08022,2.644770976
2005,12,37,18,324,0,14.0805,2.644790861
1998,17,28,4,16,0,14.08354,2.64500674
1999,15,38,16,256,0,14.08452,2.645076322
2003,9,45,29,841,0,14.0858,2.645167198
2005,18,47,22,484,0,14.08631,2.645203404
2005,13,31,11,121,0,14.088,2.645323371
2000,15,31,9,81,0,14.08821,2.645338277
2002,13,38,18,324,0,14.08847,2.645356732
2004,13,36,16,256,0,14.09004,2.645468165
2003,13,40,20,400,1,14.09025,2.645483069
2003,17,32,8,64,1,14.09101,2.645537005
2002,7,48,34,1156,0,14.09124,2.645553328
2003,15,37,15,225,1,14.09219,2.645620743
2003,7,39,25,625,1,14.09241,2.645636355
1999,12,41,22,484,0,14.0928,2.645664029
1996,14,33,12,144,0,14.09454,2.645787488
2004,16,32,9,81,0,14.09544,2.645851341
2002,16,41,18,324,0,14.0962,2.645905258
2004,15,42,20,400,0,14.098,2.646032943
2005,10,41,24,576,1,14.09825,2.646050676
1999,11,40,22,484,1,14.10032,2.646197492
2000,7,43,29,841,0,14.10039,2.646202457
2002,10,33,16,256,0,14.10135,2.646270537
1998,12,36,17,289,0,14.10178,2.646301031
2000,19,34,8,64,0,14.10348,2.646421575
2000,12,30,11,121,0,14.1036,2.646430084
2005,13,33,13,169,1,14.10375,2.646440719
