"year","educ","age","exp","income","non_white","exp_sq"
2002,16,44,21,15.77088,1,441
2003,14,45,24,17.12054,1,576
2004,14,46,25,23.05444,1,625
2005,19,47,21,25.35219,1,441
2002,16,27,4,5.376529,0,16
2003,12,27,8,,0,64
2004,12,29,10,4.72548,0,100
2005,17,29,5,4.681915,0,25
2000,8,24,9,3.543621,0,81
2002,11,26,8,2.105799,0,64
2003,8,27,12,5.594207,0,144
2004,10,28,11,13.0452,0,121
2005,12,29,10,16.40996,0,100
2000,8,19,4,,0,16
1996,14,50,29,21.88501,1,841
1996,14,44,23,13.37815,1,529
1997,18,45,20,16.24263,1,400
1998,15,46,24,14.43535,1,576
1999,13,47,27,14.40903,1,729
2000,16,48,25,16.18334,1,625
2002,14,50,29,22.31934,1,841
2000,15,23,1,0,1,1
2003,12,25,6,33.00665,1,36
2003,14,26,5,22.94255,1,25
2004,14,27,6,20.14964,1,36
2005,13,28,8,24.05145,1,64
1998,8,18,3,.5185651,1,9
1999,13,19,-1,,1,1
2003,14,23,2,1.335271,1,4
2004,15,24,2,8.233597,1,4
2005,12,25,6,13.59064,1,36
1996,13,44,24,24.71807,0,576
1997,12,45,26,26.12359,0,676
1998,12,46,27,21.33516,0,729
1999,10,47,30,26.82368,0,900
2000,12,48,29,30.36476,0,841
2002,14,50,29,37.3964,0,841
1996,10,41,24,7.685421,0,576
1997,16,42,19,10.61673,0,361
1998,12,43,24,4.152751,0,576
1999,13,44,24,9.337855,0,576
2000,15,45,23,9.621489,0,529
2002,15,47,25,9.406214,0,625
2003,16,48,25,8.689235,0,625
2004,16,49,26,10.98631,0,676
2005,13,50,30,12.05769,0,900
2002,9,21,5,5.815879,0,25
2003,10,23,6,7.508337,0,36
2004,7,23,9,6.559606,0,81
2005,12,24,5,10.33883,0,25
2005,17,22,-2,1.156633,0,4
1996,13,45,25,27.39969,1,625
1997,17,46,22,29.80836,1,484
1998,15,47,25,33.48905,1,625
1999,14,48,27,32.83641,1,729
2000,14,49,28,32.79006,1,784
1996,11,30,12,5.544924,1,144
1997,13,31,11,7.16906,1,121
1998,17,32,8,11.5301,1,64
1999,17,33,9,11.47774,1,81
2002,11,36,18,6.93106,1,324
2002,14,33,12,,0,144
2003,13,34,14,9.802262,0,196
2004,13,35,15,9.856262,0,225
2005,16,36,13,16.01631,0,169
1996,13,25,5,8.26788,0,25
1997,13,26,6,7.438689,0,36
1998,16,27,4,9.030499,0,16
1999,18,28,3,12.12575,0,9
2000,14,29,8,13.69495,0,64
2002,17,31,7,19.2145,0,49
2003,16,32,9,25.56769,0,81
2004,12,33,14,14.91988,0,196
2005,17,34,10,15.9697,0,100
1996,13,42,22,,0,484
1997,19,43,17,,0,289
1998,18,44,19,,0,361
2000,14,46,25,,0,625
2002,19,48,22,25.89088,0,484
1996,14,26,5,3.779799,0,25
1997,15,27,5,4.514251,0,25
1998,13,28,8,4.312822,0,64
1999,15,29,7,4.845157,0,49
2002,14,32,11,4.897319,0,121
2004,14,34,13,7.554126,0,169
2005,15,35,13,7.660991,0,169
1996,13,28,8,9.365932,0,64
1997,13,29,9,11.35976,0,81
1998,14,30,9,14.3243,0,81
2000,12,32,13,20.7364,0,169
2004,18,36,11,,0,121
2005,12,37,18,14.50077,0,324
2005,8,19,4,0,0,16
1997,11,35,17,8.015,0,289
1998,9,36,20,10.64811,0,400
1999,16,37,14,5.272583,0,196
2000,13,38,18,3.952906,0,324
2003,16,40,17,18.4623,0,289
2003,11,41,23,13.38079,0,529
2004,13,42,22,19.89299,0,484
2005,9,43,27,19.73526,0,729
1996,14,50,29,3.979931,0,841
2000,11,31,13,2.714315,0,169
2000,9,32,16,3.005571,0,256
2002,6,34,21,8.677799,0,441
2003,11,35,17,10.57496,0,289
2004,6,36,23,6.202721,0,529
2005,11,37,19,8.030731,0,361
1996,8,25,10,6.82933,0,100
1997,9,26,10,6.490633,0,100
1998,7,27,13,6.996808,0,169
2000,8,28,13,7.020999,0,169
2000,9,29,13,7.908432,0,169
2002,12,31,12,8.408422,0,144
2003,12,32,13,8.133905,0,169
2004,9,33,17,9.693535,0,289
2000,15,36,14,0,1,196
2002,12,38,19,6.032761,1,361
2003,15,39,17,.8846676,1,289
2004,10,40,23,4.016489,1,529
2005,11,41,23,5.254042,1,529
1997,14,29,8,14.7167,1,64
1998,12,30,11,18.50638,1,121
2000,12,32,13,23.66394,1,169
2000,11,32,14,22.70346,1,196
2002,14,34,13,40.74339,1,169
2003,14,35,14,61.85242,1,196
2004,14,36,15,58.91078,1,225
2005,14,37,16,76.81361,1,256
1996,13,32,12,14.17258,1,144
1997,12,33,14,15.54748,1,196
1998,17,34,10,18.38816,1,100
1999,13,35,15,0,1,225
2000,15,36,14,20.42398,1,196
2002,14,38,17,17.48829,1,289
2003,16,39,16,18.79956,1,256
2004,15,40,18,21.23221,1,324
2005,16,41,18,22.42865,1,324
2005,10,38,21,14.45834,1,441
1996,14,31,10,16.58645,0,100
1997,15,32,10,15.33555,0,100
1998,14,33,12,22.61331,0,144
1999,16,34,11,25.25493,0,121
2000,12,35,16,20.53553,0,256
2003,15,38,16,34.52689,0,256
2004,10,39,22,28.92079,0,484
2005,10,40,23,33.06698,0,529
1996,11,24,6,5.696876,0,36
1997,9,25,9,7.079106,0,81
1998,10,26,9,6.445073,0,81
1999,13,27,7,9.794298,0,49
2000,11,28,10,10.64402,0,100
2002,12,30,11,10.23131,0,121
2003,13,31,11,9.561769,0,121
2005,12,32,13,13.49907,0,169
2005,16,33,10,14.37971,0,100
1996,9,28,12,14.24713,0,144
1997,9,29,13,14.94357,0,169
1998,6,30,17,12.9221,0,289
1999,13,31,11,18.63776,0,121
2000,13,32,12,18.5921,0,144
2002,9,34,18,20.78959,0,324
2003,15,35,13,21.66206,0,169
2004,10,36,19,14.36129,0,361
2005,10,37,20,20.00182,0,400
1996,13,37,17,11.83621,1,289
1997,10,38,21,11.98512,1,441
1998,11,39,21,10.97086,1,441
1999,12,40,21,16.33783,1,441
2000,10,41,24,17.22475,1,576
2002,13,43,23,19.2489,1,529
2003,15,44,22,25.9051,1,484
2004,13,45,25,24.67056,1,625
2005,9,46,30,25.95595,1,900
2004,13,19,-1,.1584126,1,1
1996,14,48,27,6.029554,0,729
1997,18,49,24,13.24433,0,576
1998,16,50,27,13.51095,0,729
1996,12,48,29,5.888686,0,841
1997,15,49,27,4.366412,0,729
1998,15,50,28,6.077488,0,784
2000,7,18,4,,0,16
2002,8,21,6,5.065676,0,36
2004,6,22,9,4.054803,0,81
2002,12,18,-1,1.503523,0,1
2004,8,20,5,7.248412,0,25
1996,10,27,10,9.940235,0,100
1997,7,28,14,11.4417,0,196
1998,7,29,15,11.84407,0,225
1999,12,30,11,14.69864,0,121
2000,9,31,15,18.29183,0,225
2002,11,33,15,18.56971,0,225
2003,13,34,14,21.91997,0,196
2004,10,35,18,23.85336,0,324
2005,11,36,18,18.64023,0,324
2003,14,32,11,0,0,121
2003,14,33,12,5.798972,0,144
2004,12,34,15,8.634732,0,225
2005,12,35,16,5.205859,0,256
1996,14,24,3,2.959563,0,9
1997,14,25,4,4.814193,0,16
1998,13,26,6,6.094345,0,36
1999,11,27,9,7.688111,0,81
2000,15,28,6,10.78747,0,36
2002,14,30,9,12.92691,0,81
2003,10,31,14,12.72699,0,196
2004,15,32,10,14.50954,0,100
2005,12,33,14,18.44589,0,196
1996,14,25,4,5.981792,0,16
1997,15,26,4,4.821019,0,16
1999,12,28,9,7.560589,0,81
2000,15,29,7,9.34196,0,49
2002,13,31,11,10.15064,0,121
2003,16,32,9,11.47592,0,81
2004,11,33,15,15.14363,0,225
2005,13,34,14,17.94444,0,196
1996,15,27,5,5.894494,1,25
1997,16,28,5,7.803566,1,25
1998,12,29,10,7.973943,1,100
1999,13,30,10,11.14938,1,100
2000,14,31,10,13.50923,1,100
2004,15,35,13,10.08029,1,169
1996,14,44,23,16.21116,0,529
1997,12,45,26,17.84744,0,676
1998,16,46,23,20.07071,0,529
1999,14,47,26,18.10578,0,676
2000,12,48,29,20.39252,0,841
2002,17,50,26,25.84375,0,676
1996,4,48,37,7.084134,0,1369
1997,4,49,38,7.600069,0,1444
1996,11,45,27,5.988088,0,729
1997,7,46,32,5.922771,0,1024
1998,11,47,29,5.164694,0,841
1999,10,48,31,6.692556,0,961
2000,8,49,34,7.125812,0,1156
1996,12,23,4,6.430418,0,16
1997,12,24,5,4.217165,0,25
1998,11,25,7,2.429502,0,49
1999,11,26,8,9.942659,0,64
2000,12,27,8,7.640207,0,64
2002,9,29,13,11.71003,0,169
2003,12,30,11,10.43817,0,121
2004,14,31,10,9.130683,0,100
2005,13,32,12,13.63994,0,144
1996,12,22,3,4.079864,0,9
1997,10,23,6,4.101778,0,36
1998,9,24,8,5.686251,0,64
1999,10,25,8,7.224463,0,64
2000,16,26,3,9.175224,0,9
2002,11,28,10,18.30674,0,100
2003,16,29,6,17.82336,0,36
2004,14,30,9,20.85036,0,81
2005,15,31,9,23.02377,0,81
1996,8,18,3,0,0,9
1997,12,19,0,3.830635,0,0
1998,7,20,6,4.391054,0,36
1999,9,21,5,3.060695,0,25
2000,10,22,5,8.108373,0,25
1996,14,25,4,11.18156,0,16
1997,18,26,1,9.617924,0,1
1998,16,27,4,14.05776,0,16
1999,12,28,9,11.71002,0,81
2000,13,29,9,14.78656,0,81
2003,18,31,6,17.33991,0,36
2003,13,32,12,20.73059,0,144
2004,14,33,12,21.07665,0,144
2005,16,34,11,30.42628,0,121
2005,5,41,29,4.914793,0,841
1999,10,34,17,,0,289
2000,10,35,18,6.902278,0,324
2002,14,37,16,11.24485,0,256
2003,13,38,18,,0,324
1996,13,35,15,9.565241,0,225
1997,11,36,18,7.30598,0,324
1998,11,37,19,12.17162,0,361
1999,16,38,15,11.70377,0,225
2000,13,39,19,10.81749,0,361
2002,12,41,22,16.97266,0,484
2003,11,42,24,19.13881,0,576
2004,14,43,22,17.11189,0,484
2005,13,44,24,21.7896,0,576
1996,7,49,35,9.21901,0,1225
1997,5,50,38,9.314703,0,1444
1996,4,36,25,6.951981,0,625
1997,5,37,25,8.658194,0,625
1998,2,38,29,8.50026,0,841
1999,0,39,32,9.516205,0,1024
2000,5,40,28,12.22464,0,784
2002,6,42,29,14.9575,0,841
2003,0,43,36,16.7039,0,1296
2004,5,44,32,11.03927,0,1024
2005,5,45,33,23.64322,0,1089
2002,8,40,25,,0,625
2003,8,41,26,4.270453,0,676
2004,7,42,28,8.448681,0,784
2005,7,43,29,8.479631,0,841
2003,2,22,13,6.195743,0,169
2004,2,23,14,5.513018,0,196
2005,5,24,12,6.122586,0,144
2002,7,19,5,6.618605,0,25
2004,13,20,0,7.420299,0,0
2005,12,21,2,9.345245,0,4
1996,14,33,12,15.75117,0,144
1997,17,34,10,19.10374,0,100
1998,12,35,16,9.787868,0,256
1999,12,36,17,19.75989,0,289
2000,13,38,18,21.53913,0,324
2002,16,39,16,19.1985,0,256
2003,16,40,17,21.39362,0,289
2004,14,41,20,19.63122,0,400
2005,15,42,20,24.03831,0,400
1996,15,43,21,8.042806,0,441
1997,11,44,26,7.470834,0,676
1998,9,45,29,7.614782,0,841
1999,15,46,24,8.467255,0,576
2000,15,47,25,8.027766,0,625
2002,11,49,31,8.928706,0,961
2003,15,50,28,10.79577,0,784
1996,15,41,19,8.204778,0,361
1997,12,42,23,6.999934,0,529
1998,16,43,20,10.41348,0,400
1999,9,44,28,10.1403,0,784
2000,14,45,24,11.93845,0,576
2002,16,47,24,13.79823,0,576
2003,10,48,31,12.80806,0,961
2004,15,49,27,19.15513,0,729
2005,11,50,32,14.45086,0,1024
1996,13,27,7,7.585299,0,49
1997,8,28,13,8.304134,0,169
1998,12,29,10,9.005272,0,100
1999,13,30,10,8.858231,0,100
2000,13,31,11,12.48791,0,121
2002,8,33,18,12.74096,0,324
2003,10,34,17,14.66075,0,289
2004,9,35,19,15.59233,0,361
2005,11,36,18,14.92021,0,324
1996,7,28,14,10.91556,1,196
1997,9,29,13,,1,169
1999,7,31,17,8.963116,1,289
2005,11,37,19,3.583116,1,361
1996,6,48,35,5.38136,0,1225
1997,6,49,36,5.644615,0,1296
1998,9,50,34,6.690556,0,1156
1996,10,47,30,9.417399,0,900
1997,15,48,26,9.325808,0,676
1998,14,49,28,10.02703,0,784
1999,13,50,30,9.994841,0,900
1996,7,18,4,3.515569,0,16
1997,8,19,4,7.851722,0,16
1998,11,20,2,4.489379,0,4
1999,7,21,7,6.356599,0,49
2000,7,22,8,5.633704,0,64
2002,12,24,5,10.17525,0,25
2003,10,25,8,11.6803,0,64
2004,11,26,8,13.90817,0,64
2005,8,27,12,8.217973,0,144
1998,10,18,1,2.882654,0,1
1999,9,19,3,4.225306,0,9
2000,12,20,1,4.894741,0,1
2002,9,22,6,8.294153,0,36
2003,15,23,1,4.463343,0,1
2004,13,24,4,11.30057,0,16
2005,13,25,5,5.917566,0,25
1998,15,23,1,0,0,1
1999,15,24,2,9.022806,0,4
2000,16,25,2,11.81183,0,4
2002,15,27,5,13.04212,0,25
2003,19,28,2,21.94326,0,4
2004,14,29,8,15.00429,0,64
2005,16,30,7,22.62695,0,49
1996,15,49,27,14.03768,0,729
1997,17,50,26,18.05559,0,676
1996,16,32,9,15.137,0,81
1997,17,33,9,15.92551,0,81
1998,12,34,15,17.98419,0,225
1999,15,35,13,16.09027,0,169
2000,17,36,12,15.69511,0,144
2002,11,38,20,33.029,0,400
2003,17,39,15,21.02128,0,225
1996,14,31,10,13.60936,0,100
1997,16,32,9,17.21451,0,81
1999,15,34,12,15.63637,0,144
2002,13,37,17,17.23162,0,289
2003,11,38,20,21.40862,0,400
2004,16,39,16,27.75125,0,256
2005,15,40,18,21.98437,0,324
1996,10,47,30,7.468296,0,900
1997,6,48,35,7.056602,0,1225
1998,11,49,31,8.040561,0,961
1999,6,50,37,8.249708,0,1369
1998,1,47,39,,0,1521
1999,4,48,37,,0,1369
2000,2,49,40,7.057314,0,1600
1996,7,38,24,4.433628,1,576
1997,10,39,22,4.599428,1,484
1998,9,40,24,5.085012,1,576
1999,9,41,25,,1,625
2000,8,43,28,3.707411,1,784
2002,10,44,27,10.47288,1,729
2003,6,45,32,11.2844,1,1024
2004,11,46,28,10.55556,1,784
2005,6,47,34,9.046996,1,1156
2002,10,19,2,9.563063,0,4
2003,8,20,5,10.60429,0,25
2004,13,21,1,11.72345,0,1
2005,13,22,2,11.82905,0,4
2004,9,18,2,3.711962,0,4
2005,5,19,7,3.134589,0,49
1996,6,29,16,7.831838,0,256
1997,9,30,14,8.420815,0,196
1998,6,31,18,8.942801,0,324
1999,11,32,14,10.24273,0,196
2000,13,33,13,10.1488,0,169
1996,12,39,20,10.21528,0,400
1997,7,40,26,11.28146,0,676
1998,10,41,24,11.58155,0,576
1999,11,42,24,12.31578,0,576
2000,12,43,24,11.69038,0,576
2002,8,45,30,13.63219,0,900
2003,13,46,26,16.81599,0,676
1996,16,31,8,12.6898,0,64
1997,16,32,9,13.78833,0,81
1998,16,33,10,13.31366,0,100
1999,12,34,15,13.76526,0,225
2000,12,35,16,15.52221,0,256
2002,12,37,18,17.04043,0,324
1996,10,34,17,11.0999,0,289
1997,10,35,18,10.68613,0,324
1998,12,36,17,10.33231,0,289
1999,9,37,21,13.2381,0,441
2000,12,38,19,12.0346,0,361
2002,10,40,23,13.83588,0,529
2003,13,41,21,14.03333,0,441
2004,10,42,25,14.25398,0,625
2005,15,43,21,18.58789,0,441
1997,10,34,17,2.348113,1,289
1998,8,35,20,3.201633,1,400
1999,12,36,17,7.395905,1,289
2000,10,37,20,10.42194,1,400
2002,10,39,22,8.665453,1,484
2003,8,40,25,0,1,625
2005,7,42,28,18.07892,1,784
1996,10,47,30,6.835086,1,900
1997,11,48,30,7.137824,1,900
1998,7,49,35,8.707782,1,1225
1999,10,50,33,10.7892,1,1089
1996,15,23,1,1.007329,1,1
1997,13,24,4,5.353878,1,16
1998,10,25,8,5.103646,1,64
1999,14,26,5,3.11805,1,25
2002,13,29,9,6.848289,1,81
2003,10,30,13,6.186419,1,169
2004,15,31,9,6.162086,1,81
2005,11,32,14,8.305991,1,196
1998,13,21,1,0,1,1
1999,13,22,2,7.288875,1,4
2000,15,24,2,8.789284,1,4
2002,16,25,2,14.47346,1,4
2003,14,26,5,14.69116,1,25
2004,14,27,6,13.87295,1,36
2005,15,28,6,15.00951,1,36
1997,11,50,32,6.424002,1,1024
1996,12,48,29,6.446764,0,841
1997,14,49,28,8.175825,0,784
1998,11,50,32,9.888232,0,1024
1998,13,25,5,.5581748,0,25
1999,13,26,6,15.72877,0,36
1999,13,18,-2,1.722219,0,4
2001,11,20,2,5.332538,0,4
1996,3,49,39,11.61853,0,1521
1997,8,50,35,12.34866,0,1225
1996,16,47,24,3.857544,0,576
1997,14,48,27,5.874703,0,729
1998,13,49,29,5.569195,0,841
1999,11,50,32,5.67669,0,1024
1996,16,21,-2,.0578973,0,4
1997,16,22,-1,9.077273,0,1
1998,14,23,2,7.086244,0,4
1999,16,24,1,12.58362,0,1
2000,13,25,5,12.69374,0,25
2002,18,27,2,18.37312,0,4
2003,14,28,7,15.46654,0,49
2004,15,29,7,28.30243,0,49
2005,18,30,5,25.8196,0,25
1998,10,26,9,,0,81
1999,7,27,13,4.71307,0,169
2000,10,28,11,5.476838,0,121
2004,11,32,14,25.98837,0,196
2005,11,33,15,1.933253,0,225
1996,16,41,18,10.6944,0,324
1997,13,42,22,10.54862,0,484
1998,12,43,24,10.90623,0,576
1999,12,44,25,16.82912,0,625
2000,15,45,23,22.79346,0,529
2002,14,47,26,14.37782,0,676
2003,14,48,27,10.87928,0,729
1996,10,39,22,8.064838,0,484
1997,7,40,26,8.944818,0,676
1998,12,41,22,9.761118,0,484
2000,11,43,25,10.72805,0,625
2000,9,43,27,10.41632,0,729
2002,6,45,32,9.440835,0,1024
2003,9,46,30,9.844694,0,900
2004,11,47,29,12.28205,0,841
1997,18,22,-3,4.459681,1,9
1998,13,23,3,5.945118,1,9
1999,15,24,2,6.201207,1,4
2000,17,25,1,7.71928,1,1
2002,13,27,7,9.161053,1,49
2003,17,28,4,8.63007,1,16
2004,18,29,4,15.13159,1,16
1999,13,22,2,5.257423,1,4
2000,17,23,-1,4.267841,1,1
2002,16,25,2,10.05325,1,4
2003,15,26,4,9.121769,1,16
2004,16,27,4,11.81914,1,16
2005,13,28,8,13.8243,1,64
1996,15,40,18,11.74001,1,324
1997,13,41,21,8.624117,1,441
1998,14,42,21,9.551026,1,441
1999,12,43,24,10.68612,1,576
2002,10,46,29,15.07154,1,841
2003,11,47,29,13.39362,1,841
2004,14,48,27,18.12256,1,729
2005,14,49,28,13.15044,1,784
1996,14,46,25,8.243157,0,625
1997,9,46,30,8.710196,0,900
1998,13,47,27,12.20104,0,729
1999,13,48,28,8.594335,0,784
2000,12,49,30,8.615474,0,900
2002,1,49,41,12.55182,1,1681
2003,6,50,37,11.92502,1,1369
1996,4,43,32,3.779313,0,1024
1998,3,44,34,3.957664,0,1156
2002,2,49,40,5.25495,0,1600
2003,2,50,41,5.147689,0,1681
1996,17,35,11,3.911221,0,121
1997,17,36,12,9.856536,0,144
1998,12,37,18,16.34518,0,324
1999,12,38,19,1.264845,0,361
2000,15,39,17,15.48624,0,289
2002,12,41,22,4.559908,0,484
2004,17,42,18,10.89382,0,324
1996,1,43,35,5.434212,0,1225
2002,3,49,39,2.897593,0,1521
2003,2,50,41,7.999676,0,1681
1996,9,40,24,16.14934,0,576
1998,12,42,23,16.2009,0,529
1999,7,43,29,13.44591,0,841
2002,11,46,28,1.012531,0,784
2002,8,27,12,12.99595,1,144
2003,7,28,14,12.55014,1,196
2004,11,29,11,12.70513,1,121
1996,11,19,1,1.917597,0,1
1997,9,20,4,5.392761,0,16
1998,15,21,-1,4.904823,0,1
1999,14,22,1,4.166424,0,1
2000,14,23,2,5.863541,0,4
2002,13,25,5,8.853305,0,25
2003,10,26,9,8.588756,0,81
2004,11,27,9,8.506735,0,81
2005,13,28,8,7.725129,0,64
1996,15,39,17,12.97116,1,289
1997,15,40,18,14.50276,1,324
1998,16,41,18,15.79695,1,324
1999,12,42,23,14.6861,1,529
2000,17,43,19,17.57131,1,361
2002,16,45,22,,1,484
2005,12,48,29,,1,841
1996,11,33,15,17.11766,0,225
1997,13,34,14,10.20952,0,196
1998,11,35,17,,0,289
2000,11,37,19,,0,361
2002,13,39,19,,0,361
2003,11,40,22,,0,484
2004,16,41,18,10.41977,0,324
2005,17,42,18,,0,324
1996,9,50,34,6.402857,0,1156
1996,8,26,11,9.991213,0,121
1997,9,27,11,9.844101,0,121
1998,10,28,11,8.68857,0,121
2000,6,30,17,8.716765,0,289
2002,8,32,17,10.03879,0,289
2003,12,33,14,11.80347,0,196
2004,7,34,20,12.17511,0,400
2005,9,35,19,13.31514,0,361
1997,9,21,5,2.568124,0,25
1998,10,22,5,4.000643,0,25
1999,10,23,6,3.941694,0,36
2000,10,24,7,6.980782,0,49
2002,10,26,9,8.239856,0,81
2003,13,27,7,10.39922,0,49
2004,10,28,11,9.51976,0,121
2005,10,29,12,10.48593,0,144
1999,14,45,24,,1,576
1999,14,39,18,1.846261,1,324
2000,12,40,21,1.245882,1,441
2002,10,42,25,5.216515,1,625
1996,5,50,38,5.634491,1,1444
1996,10,22,5,5.456413,0,25
1997,12,23,4,5.522993,0,16
1998,10,24,7,8.379066,0,49
1999,7,25,11,1.712377,0,121
2004,10,30,13,0,0,169
2005,10,31,14,7.875229,0,196
1996,14,23,2,3.196023,0,4
1997,10,24,7,2.166452,0,49
1998,11,25,7,4.556275,0,49
1999,11,26,8,6.183407,0,64
1997,9,49,33,,0,1089
1996,8,47,32,14.23416,0,1024
1997,11,48,30,16.5729,0,900
1998,6,49,36,23.68885,0,1296
1999,11,50,32,22.68046,0,1024
1998,15,23,1,,0,1
2000,14,25,4,0,0,16
2002,17,27,3,11.3351,0,9
2003,12,28,9,8.480794,0,81
2004,13,29,9,15.21025,0,81
2005,12,30,11,12.12275,0,121
1996,12,49,30,4.950794,0,900
1997,14,50,29,5.524992,0,841
1996,15,27,5,6.794294,1,25
1997,12,28,9,8.237956,1,81
1998,14,29,8,7.588104,1,64
1999,12,30,11,10.18881,1,121
2000,14,31,10,10.87115,1,100
2002,12,33,14,13.66933,1,196
2003,12,34,15,14.43754,1,225
2004,14,35,14,18.50902,1,196
2005,15,36,14,18.38174,1,196
1996,12,23,4,0,0,16
1997,18,24,-1,8.269102,0,1
1998,16,25,2,7.517894,0,4
1999,15,26,4,9.283484,0,16
2000,13,27,7,8.981185,0,49
2002,12,29,10,17.8409,0,100
2003,16,30,7,20.41543,0,49
2004,15,31,9,14.86179,0,81
2005,17,32,8,18.46871,0,64
2004,12,19,0,7.853668,0,0
2005,9,20,4,5.841839,0,16
1996,13,30,10,9.734185,0,100
1997,11,31,13,10.74742,0,169
1998,12,31,12,11.22077,0,144
1999,10,32,15,11.77346,0,225
2000,9,34,18,10.59801,0,324
2002,7,36,22,12.47128,0,484
2003,13,37,17,15.12627,0,289
2004,12,37,18,20.08558,0,324
1996,10,28,11,6.881793,0,121
1997,11,29,11,7.514807,0,121
1998,10,30,13,7.935568,0,169
1999,9,31,15,7.595655,0,225
2000,11,32,14,5.122324,0,196
2003,6,35,22,7.320138,0,484
2004,8,36,21,13.524,0,441
2005,9,37,21,16.14693,0,441
1997,16,48,25,14.5028,0,625
1998,18,49,24,16.36923,0,576
1999,16,50,27,13.71122,0,729
2000,12,18,-1,3.143515,0,1
2002,12,20,1,3.933113,0,1
2003,13,21,1,4.431378,0,1
2004,10,22,5,5.118365,0,25
1996,12,44,25,13.2926,1,625
1997,16,45,22,11.57595,1,484
1998,14,46,25,16.19605,1,625
1999,16,47,24,16.02505,1,576
2000,17,48,24,12.88898,1,576
2002,15,50,28,18.33512,1,784
1996,12,41,22,20.5178,0,484
1997,9,42,26,21.22652,0,676
1998,15,44,22,26.00254,0,484
1999,10,44,27,20.22994,0,729
2000,16,45,22,27.55738,0,484
2002,14,47,26,25.4936,0,676
2003,16,48,25,29.92934,0,625
2004,10,50,33,27.04329,0,1089
2005,16,50,27,32.53965,0,729
1996,6,36,23,11.9138,1,529
1997,11,37,19,14.45814,1,361
1998,11,38,20,13.50703,1,400
1999,11,39,21,12.59223,1,441
2000,9,40,24,12.1637,1,576
2002,14,42,21,15.81226,1,441
2003,7,43,29,14.58348,1,841
2004,9,44,28,15.81509,1,784
2005,8,45,30,11.94044,1,900
1996,6,38,25,7.788778,0,625
1998,7,40,26,3.862978,0,676
1999,5,41,29,8.551535,0,841
2000,11,42,24,10.50195,0,576
2002,8,45,30,8.476679,0,900
2003,7,45,31,11.43001,0,961
2004,9,47,31,9.372703,0,961
2005,11,47,29,12.0028,0,841
2005,8,19,4,0,0,16
1996,16,32,9,13.3454,1,81
1997,13,33,13,14.47367,1,169
1998,13,34,14,9.553827,1,196
1999,16,35,12,18.06913,1,144
2000,13,36,16,18.23807,1,256
2002,16,38,15,29.71865,1,225
2003,15,39,17,27.3235,1,289
2004,12,40,21,30.56306,1,441
2005,13,41,21,24.93651,1,441
1996,14,31,10,8.683759,0,100
1997,10,32,15,7.790469,0,225
1998,13,33,13,9.029253,0,169
1999,13,34,14,10.02683,0,196
2003,12,38,19,2.695549,0,361
2004,11,39,21,8.228162,0,441
2005,12,40,21,9.753727,0,441
1996,14,35,14,10.57233,0,196
1997,11,36,18,11.84649,0,324
1998,9,37,21,13.18153,0,441
1999,7,38,24,11.21879,0,576
2000,9,39,23,11.18298,0,529
2002,13,41,21,13.42784,0,441
2003,12,42,23,12.68725,0,529
2004,12,43,24,15.72193,0,576
2005,14,44,23,15.83375,0,529
2002,11,40,22,30.5537,0,484
2003,12,41,22,23.21934,0,484
2004,14,42,21,6.459954,0,441
2005,13,43,23,3.856146,0,529
1996,10,41,24,22.51391,1,576
1997,16,42,19,27.56515,1,361
1998,15,43,21,37.23508,1,441
1999,10,44,27,27.52621,1,729
2000,15,45,23,21.38537,1,529
2002,14,47,26,23.97269,1,676
2003,12,48,29,20.92598,1,841
2004,13,49,29,18.77196,1,841
2005,16,50,27,24.16529,1,729
2000,13,32,12,0,1,144
2003,13,35,15,0,1,225
1996,16,36,13,18.0522,0,169
1997,15,37,15,20.25168,0,225
1998,18,38,13,,0,169
1996,11,28,10,7.809579,0,100
1997,12,29,10,9.169538,0,100
1998,12,30,11,6.028829,0,121
1999,13,31,11,2.121263,0,121
2000,12,32,13,5.275404,0,169
2003,12,35,16,11.94731,0,256
1996,10,32,15,7.185297,0,225
1997,12,33,14,8.202362,0,196
1998,13,34,14,9.234205,0,196
1999,12,35,16,12.59443,0,256
2000,11,36,18,8.333793,0,324
2002,12,38,19,7.771454,0,361
1996,15,32,10,16.80634,0,100
1997,18,33,8,21.64952,0,64
1998,14,34,13,21.82932,0,169
1999,18,35,10,21.09025,0,100
2000,11,36,18,39.58675,0,324
2002,13,38,18,64.59125,0,324
2003,13,39,19,60.75848,0,361
2004,15,40,18,51.91146,0,324
2005,13,41,21,65.02872,0,441
1996,14,36,15,,0,225
1997,16,37,14,,0,196
1998,14,38,17,,0,289
1999,12,39,20,,0,400
2000,18,40,15,7.271005,0,225
2002,17,42,18,11.63768,0,324
2003,11,43,25,13.3077,0,625
2004,18,44,19,26.29515,0,361
2005,15,45,23,25.66369,0,529
1996,8,20,5,4.071146,0,25
1997,7,21,7,3.441018,0,49
1999,8,23,8,7.244411,0,64
2001,9,24,8,3.424447,0,64
2003,13,26,6,14.52048,0,36
2003,11,27,9,12.45716,0,81
2005,11,28,10,12.3366,0,100
2005,10,29,12,7.772502,0,144
1996,10,48,31,8.103977,0,961
1997,9,49,33,7.605595,0,1089
1998,10,50,33,8.359959,0,1089
1997,3,27,17,3.885016,0,289
