"year","educ","age","exp","income","non_white","exp_sq"
2003,14,36,15,8.454988,1,225
2004,9,37,21,6.634762,1,441
2005,9,38,22,10.60157,1,484
2005,12,39,20,13.02789,1,400
2003,13,35,15,6.420392,1,225
2003,9,35,19,14.98813,1,361
2005,9,37,21,10.02197,1,441
2005,12,37,18,10.06418,1,324
2002,13,38,18,12.2026,1,324
2003,12,39,20,9.225929,1,400
2004,17,40,16,7.242807,1,256
2005,16,41,18,8.759866,1,324
2003,11,30,12,11.84619,1,144
2004,12,31,12,9.866905,1,144
2005,8,37,22,,1,484
2003,8,32,17,4.220991,1,289
2003,6,33,20,4.317918,1,400
2003,16,42,19,11.06562,0,361
2003,15,43,21,11.87209,0,441
2005,12,45,26,10.20609,0,676
2003,17,25,1,8.604797,1,1
2003,17,26,2,11.80406,1,4
2005,14,27,6,12.06913,1,36
2003,12,45,26,7.768109,1,676
2003,12,46,27,7.121755,1,729
2004,8,47,32,7.619343,1,1024
2003,17,35,11,22.49544,1,121
2004,15,36,14,19.7084,1,196
2003,16,36,13,11.54569,1,169
2003,12,33,14,.123616,0,196
2003,13,34,14,3.239948,0,196
2004,11,35,17,6.436577,0,289
2005,10,36,19,7.361243,0,361
2002,11,42,24,1.549592,1,576
2004,11,44,26,24.5365,1,676
2002,10,38,21,8.921955,1,441
2003,9,39,23,10.94921,1,529
2003,13,50,30,23.81036,0,900
2003,15,32,10,10.51683,0,100
2004,15,33,11,13.50574,0,121
2004,17,34,10,18.25112,0,100
2005,14,35,14,,0,196
2002,11,29,11,3.049767,0,121
2003,10,30,13,2.504059,0,169
2004,8,31,16,6.618467,0,256
2005,12,32,13,4.946557,0,169
2002,1,45,37,5.518001,0,1369
2003,6,45,32,6.068749,0,1024
2004,1,47,39,5.527201,0,1521
2005,5,48,36,6.180022,0,1296
2002,13,26,6,6.591805,0,36
2003,6,27,14,6.985798,0,196
2002,8,24,9,4.896101,0,81
2003,12,25,6,4.919159,0,36
2002,14,31,10,6.965235,0,100
2003,12,32,13,11.75078,0,169
2004,12,33,14,8.973158,0,196
2005,10,34,17,12.74262,0,289
2002,16,30,7,8.551463,0,49
2003,13,31,11,9.751307,0,121
2004,12,32,13,12.1626,0,169
2005,15,33,11,12.68283,0,121
2002,12,29,10,5.94995,0,100
2003,11,30,12,8.803619,0,144
2005,12,31,12,10.80399,0,144
2005,10,32,15,9.757642,0,225
2002,10,28,11,6.677485,0,121
2003,10,29,12,10.79086,0,144
2004,8,30,15,9.26818,0,225
2005,9,31,15,10.35969,0,225
2002,13,28,8,9.994276,0,64
2003,12,29,10,11.70842,0,100
2005,15,30,8,11.24926,0,64
2005,9,31,15,12.32054,0,225
2003,14,36,15,8.041787,0,225
2003,9,36,20,9.456773,0,400
2004,13,37,17,10.51408,0,289
2003,17,46,22,12.57527,0,484
2003,13,46,26,14.14417,0,676
2004,15,47,25,18.99852,0,625
2005,16,48,25,15.51295,0,625
2002,9,27,11,10.26686,0,121
2003,9,28,12,12.04931,0,144
2004,13,29,9,10.80358,0,81
2005,12,31,12,10.59297,0,144
2004,6,21,8,3.196436,0,64
2005,1,22,14,4.737345,0,196
2003,9,50,34,6.272531,1,1156
2003,1,27,19,6.99977,0,361
2003,6,27,14,7.641608,0,196
2003,10,25,8,7.421596,0,64
2003,11,26,8,7.096099,0,64
2003,5,50,38,51.87707,0,1444
2003,10,50,33,8.045978,0,1089
2003,11,36,18,8.853734,0,324
2003,8,37,22,7.566848,0,484
2004,11,38,20,8.324446,0,400
2005,8,39,24,8.58172,0,576
2003,7,34,20,6.481243,0,400
2003,9,34,18,7.146002,0,324
2004,12,35,16,6.594978,0,256
2005,12,36,17,8.066112,0,289
2003,5,47,35,8.835412,0,1225
2004,6,48,35,7.814879,0,1225
2004,12,49,30,9.403175,0,900
2005,10,50,33,9.979584,0,1089
2003,8,19,4,0,0,16
2004,11,20,2,6.831124,0,4
2004,8,21,6,7.159118,0,36
2005,9,22,6,10.58244,0,36
2003,16,40,17,16.57446,1,289
2004,14,41,20,24.89773,1,400
2005,15,42,20,23.85802,1,400
2004,13,41,21,10.23897,1,441
2005,15,42,20,18.53694,1,400
2003,13,28,8,9.802093,1,64
2004,14,29,8,13.7261,1,64
2005,13,30,10,10.41349,1,100
2003,11,23,5,4.094007,0,25
2004,13,24,4,7.163789,0,16
2005,11,25,7,8.332987,0,49
2003,13,34,14,8.971289,0,196
2003,9,35,19,7.485548,0,361
2005,10,36,19,11.03816,0,361
2003,6,39,26,7.736712,0,676
2003,8,40,25,7.090604,1,625
2003,12,34,15,11.06181,0,225
2004,12,35,16,14.37547,0,256
2004,17,35,11,14.49955,0,121
2005,17,36,12,9.716735,0,144
2003,11,31,13,12.63311,0,169
2005,11,34,16,0,0,256
2005,7,31,17,8.984035,0,289
2005,14,32,11,14.84685,0,121
2004,10,35,18,.9200531,0,324
2003,10,37,20,13.23023,0,400
2003,15,38,16,26.6171,0,256
2004,13,39,19,27.67629,0,361
2005,12,40,21,27.82127,0,441
2003,6,41,28,12.68102,0,784
2003,7,42,28,12.86264,0,784
2004,10,43,26,14.27914,0,676
2005,10,44,27,12.43667,0,729
2003,12,37,18,22.09083,0,324
2003,11,38,20,20.20257,0,400
2003,7,37,23,6.947222,0,529
2003,7,37,23,6.917052,0,529
2005,8,39,24,8.458329,0,576
2003,16,28,5,7.756376,0,25
2004,17,30,6,.3639808,0,36
2005,16,31,8,16.3421,0,64
2003,10,25,8,3.105759,0,64
2003,9,39,23,6.719316,0,529
2003,9,40,24,4.813192,0,576
2004,5,41,29,4.281089,0,841
2005,6,42,29,4.662404,0,841
2003,8,20,5,6.667068,0,25
2004,6,21,8,6.512094,0,64
2005,10,21,4,,0,16
2002,17,32,8,12.11736,0,64
2003,13,33,13,9.17765,0,169
2004,15,34,12,16.27351,0,144
2004,12,23,4,7.768104,0,16
2004,10,23,6,7.381653,0,36
2005,14,24,3,6.567419,0,9
2003,12,48,29,16.60216,0,841
2003,13,49,29,15.34682,0,841
2004,11,50,32,19.37638,0,1024
2003,18,23,-2,4.489681,0,4
2003,16,23,0,7.456567,0,0
2004,13,24,4,8.208971,0,16
2003,15,49,27,26.75117,1,729
2004,16,50,27,22.73851,1,729
2003,15,49,27,27.01774,1,729
2004,17,50,26,33.21679,1,676
2003,8,27,12,4.654668,0,144
2003,8,28,13,6.362143,0,169
2004,7,29,15,6.791703,0,225
2005,10,30,13,6.943172,0,169
2002,11,32,14,7.075552,0,196
2003,14,33,12,8.427834,0,144
2005,12,49,30,9.187093,0,900
2003,15,49,27,25.71959,0,729
2003,16,50,27,31.74801,0,729
2003,15,46,24,17.33738,0,576
2003,16,46,23,17.51635,0,529
2004,15,47,25,18.7897,0,625
2005,15,48,26,19.72081,0,676
2003,18,46,21,19.97416,0,441
2003,14,47,26,17.60388,0,676
2004,16,48,25,12.90778,0,625
2005,15,49,27,16.10393,0,729
2003,8,32,17,5.94122,0,289
2004,12,33,14,8.089651,0,196
2004,8,34,19,7.082228,0,361
2005,11,35,17,8.152724,0,289
2003,11,35,17,2.926159,0,289
2003,9,49,33,14.52849,0,1089
2003,7,50,36,16.04322,0,1296
2003,6,18,5,5.001259,0,25
2004,5,19,7,4.387128,0,49
2005,3,20,10,3.012142,0,100
2003,16,38,15,16.84588,0,225
2003,11,39,21,13.92523,0,441
2005,17,40,16,14.58067,0,256
2003,15,36,14,14.19202,0,196
2003,18,37,12,19.18222,0,144
2005,18,38,13,17.57319,0,169
2003,8,35,20,.2246666,0,400
2004,10,36,19,12.58799,0,361
2005,11,37,19,7.618037,0,361
2002,7,35,21,6.481294,0,441
2003,12,36,17,6.568819,0,289
2004,8,37,22,6.851136,0,484
2005,6,38,25,7.20331,0,625
2003,13,26,6,4.23074,0,36
2005,11,29,11,1.540051,0,121
2004,8,25,10,,0,100
2002,8,42,27,12.0876,0,729
2003,12,43,24,15.52145,0,576
2004,7,44,30,13.34363,0,900
2005,11,45,27,17.51199,0,729
2002,9,42,26,10.53116,0,676
2003,12,42,23,8.602625,0,529
2004,10,43,26,10.87973,0,676
2005,9,44,28,9.867436,0,784
2002,5,36,24,4.131086,0,576
2004,5,37,25,4.268008,0,625
2004,12,38,19,6.091327,0,361
2005,9,39,23,3.3674,0,529
2004,8,34,19,2.244916,0,361
2003,9,37,21,11.42956,0,441
2004,8,38,23,13.67522,0,529
2005,12,39,20,13.26973,0,400
2003,12,38,19,5.078954,0,361
2004,9,39,23,5.370616,0,529
2005,10,40,23,5.377604,0,529
2003,16,42,19,16.15164,0,361
2004,16,42,19,16.44258,0,361
2004,16,43,20,13.83637,0,400
2005,12,44,25,13.6729,0,625
2004,14,23,2,4.002011,0,4
2005,17,24,0,2.374967,0,0
2003,1,50,42,8.395822,0,1764
2003,7,48,34,5.116423,0,1156
2003,4,49,38,5.95621,0,1444
2004,5,50,38,6.252525,0,1444
2002,6,47,34,11.26245,0,1156
2003,10,48,31,13.11876,0,961
2004,11,49,31,7.819167,0,961
2005,7,50,36,6.393901,0,1296
2002,13,33,13,11.64875,0,169
2003,14,34,13,12.88404,0,169
2005,13,36,16,18.59467,0,256
2003,13,47,27,24.55941,0,729
2004,11,48,30,27.17194,0,900
2003,9,44,28,3.35173,0,784
2003,12,24,5,13.66102,0,25
2003,15,25,3,13.65188,0,9
2004,14,25,4,17.42607,0,16
2002,6,30,17,5.745734,0,289
2003,5,31,19,5.466965,0,361
2004,0,32,25,6.284291,0,625
2005,4,33,22,7.062999,0,484
2002,8,30,15,11.69767,0,225
2003,7,31,17,11.70835,0,289
2004,10,32,15,15.70904,0,225
2005,9,33,17,16.47513,0,289
2002,11,33,15,4.401947,0,225
2004,12,36,17,8.355948,0,289
2002,15,40,18,15.35178,0,324
2003,15,41,19,13.89275,0,361
2004,15,41,19,16.91012,0,361
2005,14,43,22,16.95934,0,484
2002,7,39,25,6.488198,0,625
2003,6,40,27,6.950102,0,729
2004,11,41,23,9.890087,0,529
2005,10,42,25,7.139509,0,625
2002,2,34,25,1.74094,0,625
2003,4,35,24,8.160147,0,576
2002,8,40,25,8.251242,1,625
2003,9,41,25,8.725548,1,625
2004,9,42,26,8.992055,1,676
2005,11,43,25,11.25027,1,625
2002,15,23,1,0,1,1
2003,11,24,6,4.390615,1,36
2004,11,25,7,6.145144,1,49
2005,13,26,6,5.341532,1,36
2005,12,47,28,,1,784
2003,9,35,19,4.490509,0,361
2004,9,36,20,5.486351,0,400
2002,6,46,33,.5828567,1,1089
2004,5,48,36,.3421978,1,1296
2005,3,49,39,2.041056,1,1521
2003,8,47,32,5.847206,1,1024
2004,3,48,38,5.051335,1,1444
2004,2,49,40,5.503011,1,1600
2003,13,43,23,17.63592,1,529
2003,13,44,24,11.30861,1,576
2004,10,45,28,9.340506,1,784
2003,12,47,28,8.995769,1,784
2004,6,48,35,7.698515,1,1225
2005,7,49,35,5.061651,1,1225
2003,13,28,8,9.253369,0,64
2003,14,29,8,8.86585,0,64
2004,16,30,7,17.90041,0,49
2005,11,31,13,19.85642,0,169
2003,16,28,5,4.845053,1,25
2004,10,29,12,13.44409,1,144
2005,15,30,8,16.93365,1,64
2004,11,22,4,5.040459,1,16
2005,15,23,1,7.366431,1,1
2003,5,40,28,4.884945,0,784
2003,0,41,34,4.875,0,1156
2004,5,42,30,5.636782,0,900
2005,6,43,30,5.869024,0,900
2003,5,37,25,6.373589,0,625
2003,7,38,24,6.788439,0,576
2004,11,39,21,7.001197,0,441
2005,4,40,29,6.202506,0,841
2003,4,19,8,4.510819,0,64
2003,9,20,4,4.817624,0,16
2004,10,21,4,4.89334,0,16
2005,6,22,9,9.038435,0,81
2003,10,19,2,1.738694,0,4
2004,8,20,5,4.190213,0,25
2005,12,21,2,4.729345,0,4
2002,11,27,9,4.605352,1,81
2004,15,28,6,15.9328,1,36
2005,17,29,5,24.50875,1,25
2003,13,28,8,6.340428,0,64
2004,12,30,11,5.298721,0,121
2005,12,30,11,6.950736,0,121
2002,13,44,24,12.14346,1,576
2003,10,45,28,9.973564,1,784
2004,9,46,30,10.36806,1,900
2005,10,47,30,19.22584,1,900
2004,17,38,14,.566149,1,196
2005,16,39,16,6.043677,1,256
2005,12,45,26,0,0,676
2003,11,36,18,9.501611,1,324
2004,9,37,21,8.516579,1,441
2003,11,39,21,13.72033,1,441
2004,13,40,20,12.67333,1,400
2005,13,41,21,21.66041,1,441
2003,11,40,22,5.236404,1,484
2004,9,41,25,5.911513,1,625
2005,12,42,23,7.134631,1,529
2005,9,42,26,6.383802,1,676
2002,14,35,14,5.035014,1,196
2002,13,25,5,5.335119,1,25
2003,15,25,3,6.187947,1,9
2004,14,26,5,14.04237,1,25
2002,10,21,4,3.329967,1,16
2003,12,22,3,5.289945,1,9
2004,6,23,10,5.892498,1,100
2002,4,38,27,43.82004,1,729
2003,4,39,28,6.5002,1,784
2004,5,40,28,7.805153,1,784
2002,7,43,29,8.887031,0,841
2003,11,44,26,11.66516,0,676
2004,12,45,26,13.79888,0,676
2005,4,31,20,,1,400
2002,13,22,2,2.383451,0,4
2003,11,23,5,7.844719,0,25
2002,10,27,10,6.804581,0,100
2004,10,29,12,10.98428,0,144
2005,9,30,14,9.417967,0,196
2002,14,25,4,17.85155,0,16
2003,16,26,3,23.4877,0,9
2004,13,27,7,23.37032,0,49
2005,15,28,6,26.82276,0,36
2002,10,35,18,8.417586,0,324
2003,10,36,19,9.56096,0,361
2004,10,37,20,12.99788,0,400
2005,14,38,17,18.21993,0,289
2002,7,23,9,12.50287,0,81
2004,6,25,12,11.21989,0,144
2004,12,39,20,13.27011,0,400
2005,13,40,20,16.98988,0,400
2002,12,19,0,1.122874,0,0
2002,10,39,22,14.58799,0,484
2003,7,40,26,19.83632,0,676
2004,13,41,21,16.91955,0,441
2005,8,42,27,17.38804,0,729
2002,7,42,28,12.27494,0,784
2003,10,43,26,11.89598,0,676
2004,8,44,29,8.897533,0,841
2005,9,45,29,13.06771,0,841
2003,16,36,13,0,1,169
2004,14,37,16,17.48249,1,256
2005,12,38,19,14.37322,1,361
2002,13,23,3,.5961846,1,9
2002,14,25,4,10.63271,0,16
2003,12,26,7,10.34937,0,49
2002,13,50,30,10.98258,0,900
2003,15,30,8,9.077505,0,64
2003,15,31,9,9.198,1,81
2005,8,18,3,4.381359,0,9
2002,7,32,18,9.537455,0,324
2003,11,33,15,10.75087,0,225
2002,9,24,8,8.234712,0,64
2003,8,25,10,5.947988,0,100
2003,7,25,11,3.751111,0,121
2003,13,26,6,7.382628,1,36
2004,9,27,11,8.803777,1,121
2005,11,28,10,7.028554,1,100
2002,12,24,5,12.60353,0,25
2004,12,25,6,11.74365,0,36
2004,9,26,10,12.32613,0,100
2005,10,27,10,12.58356,0,100
2002,10,21,4,4.56655,0,16
2003,7,22,8,5.165619,0,64
2002,8,32,17,8.68185,0,289
2003,11,32,14,10.19078,0,196
2004,13,34,14,9.485564,0,196
2005,14,35,14,11.70526,0,196
2002,9,36,20,12.03557,0,400
2003,8,37,22,13.95731,0,484
2004,8,38,23,14.29314,0,529
2005,8,39,24,18.12133,0,576
2002,14,34,13,14.74136,0,169
2003,11,35,17,7.531441,0,289
2003,13,25,5,0,0,25
2003,8,25,10,9.434681,1,100
2003,19,24,-2,0,0,4
2003,15,25,3,14.67683,0,9
2003,13,23,3,.0356534,0,9
2003,7,24,10,8.853271,0,100
2004,14,25,4,17.66982,0,16
2002,15,25,3,7.505754,0,9
2003,13,26,6,4.617244,0,36
2004,11,27,9,8.871252,0,81
2005,14,28,7,11.48942,0,49
2002,15,23,1,5.319569,0,1
2003,16,24,1,11.64918,0,1
2002,14,44,23,11.57795,0,529
2003,11,45,27,4.95875,0,729
2002,10,35,18,7.135426,0,324
2003,11,36,18,3.572787,0,324
2004,12,37,18,,0,324
2005,11,38,20,,0,400
2002,12,37,18,9.082426,0,324
2003,14,38,17,14.43779,0,289
2004,15,39,17,15.59173,0,289
2005,15,40,18,13.13334,0,324
2002,12,28,9,9.110085,0,81
2004,14,30,9,4.868494,0,81
2005,15,31,9,7.63682,0,81
2002,7,49,35,7.871355,0,1225
2003,9,49,33,6.676701,0,1089
2004,12,50,31,9.19639,0,961
2005,17,28,4,15.37648,0,16
2002,14,32,11,14.37528,0,121
2003,13,32,12,13.23439,0,144
2004,16,34,11,23.21938,0,121
2005,18,35,10,22.78587,0,100
2002,16,26,3,11.90279,1,9
2003,13,27,7,7.660566,1,49
2002,12,34,15,10.41806,0,225
2003,13,35,15,10.3005,0,225
2002,14,30,9,6.640933,0,81
2003,15,31,9,10.33048,0,81
2004,15,32,10,12.72658,0,100
2005,12,33,14,12.48742,0,196
2002,13,44,24,26.68736,0,576
2003,15,45,23,,0,529
2004,14,46,25,25.71388,0,625
2005,11,47,29,,0,841
2003,3,30,20,4.533873,0,400
2002,13,36,16,7.284663,0,256
2003,14,37,16,9.431604,1,256
2004,11,38,20,11.50898,1,400
2005,10,39,22,10.21738,1,484
2002,15,22,0,4.079885,0,0
2003,18,23,-2,6.959371,0,4
2004,16,24,1,13.38692,0,1
2005,16,25,2,10.53383,0,4
2004,10,24,7,6.250064,0,49
2005,9,26,10,7.028603,0,100
2002,9,39,23,7.742161,0,529
2003,6,40,27,8.102666,0,729
2004,4,41,30,6.525154,0,900
2003,8,24,9,3.626762,1,81
2003,1,37,29,4.121037,1,841
2004,3,38,28,5.402128,1,784
2005,9,39,23,9.10423,1,529
2003,9,37,21,9.701057,0,441
2004,4,38,27,14.312,0,729
2005,7,39,25,18.43934,0,625
2003,6,24,11,7.980156,0,121
2004,4,25,14,7.335408,0,196
2002,10,30,13,5.87122,0,169
2003,12,31,12,4.810518,0,144
2004,11,32,14,6.777206,0,196
2005,10,33,16,8.510384,0,256
2002,15,35,13,0,0,169
2003,14,37,16,8.897266,0,256
2004,15,37,15,9.074792,0,225
2002,12,30,11,23.45052,0,121
2003,15,31,9,14.70802,0,81
2004,12,32,13,,0,169
2005,18,33,8,,0,64
2002,14,25,4,6.341114,0,16
2004,14,27,6,10.88067,0,36
2005,9,28,12,7.329474,0,144
2004,16,31,8,17.5601,0,64
2004,17,32,8,19.59924,0,64
2002,18,25,0,11.11553,0,0
2003,15,26,4,16.68553,0,16
2004,13,27,7,16.97759,0,49
2005,12,28,9,17.84952,0,81
2002,7,39,25,8.140726,0,625
2003,8,41,26,8.758666,0,676
2004,12,42,23,8.438208,0,529
2005,10,43,26,10.15348,0,676
2002,17,28,4,10.19414,0,16
2003,14,29,8,16.18465,1,64
2004,15,30,8,14.17389,1,64
2005,15,31,9,14.94299,1,81
2002,14,25,4,13.75535,0,16
2003,17,26,2,13.1062,0,4
2004,16,27,4,15.18558,0,16
2005,18,28,3,20.84225,0,9
2002,10,30,13,1.331274,0,169
2003,9,31,15,3.441773,0,225
2004,11,32,14,6.002325,0,196
2005,7,33,19,4.744148,0,361
2002,9,21,5,4.556663,0,25
2003,9,21,5,8.679632,0,25
2002,11,22,4,13.70082,0,16
2003,9,23,7,15.78479,0,49
2004,18,24,-1,18.41007,0,1
2002,13,25,5,18.67732,0,25
2003,8,26,11,12.19955,0,121
2004,13,27,7,9.646764,0,49
2002,17,26,2,9.987059,0,4
2003,16,27,4,11.16899,0,16
2004,18,28,3,9.304481,0,9
2005,14,29,8,12.53074,0,64
2003,8,39,24,10.16367,0,576
2004,9,40,24,2.3625,0,576
2005,13,41,21,4.781946,0,441
2002,16,23,0,6.028537,1,0
2003,17,24,0,9.931891,1,0
2005,8,26,11,3.070115,1,121
2002,7,30,16,15.00095,0,256
2003,9,31,15,8.186282,0,225
2004,12,32,13,17.91987,0,169
2005,11,33,15,14.61724,0,225
2002,9,32,16,1.193468,0,256
2003,12,33,14,7.893359,0,196
2002,2,28,19,7.060509,0,361
2003,2,29,20,6.329765,0,400
2004,6,30,17,11.72521,0,289
2002,8,20,5,2.260758,0,25
2003,7,21,7,6.277141,1,49
2004,9,22,6,6.136249,1,36
2002,11,22,4,7.315276,0,16
2003,8,23,8,6.984045,0,64
2004,12,24,5,8.314323,0,25
2005,14,25,4,10.61952,0,16
2002,10,24,7,2.778128,0,49
2003,13,25,5,5.425226,0,25
2004,9,26,10,7.674214,0,100
2005,14,27,6,7.816658,0,36
2002,14,28,7,32.19184,0,49
2003,10,29,12,42.48483,0,144
2002,9,19,3,4.984396,0,9
2003,10,20,3,4.922509,0,9
2005,11,21,3,7.70875,0,9
2005,7,22,8,8.28975,0,64
2002,10,36,19,12.99221,0,361
2003,14,37,16,25.90086,0,256
2004,10,38,21,28.29595,0,441
2005,11,39,21,28.49637,0,441
2002,12,43,24,6.314011,0,576
2003,14,44,23,22.50059,0,529
2002,14,19,-2,8.468254,0,4
2003,11,20,2,4.286653,0,4
2002,9,41,25,9.715522,0,625
2003,12,41,22,10.91897,0,484
2004,10,42,25,12.96595,0,625
2002,8,35,20,4.488072,0,400
2003,15,36,14,4.824846,0,196
2004,5,43,31,13.47037,0,961
2002,10,19,2,5.099206,0,4
2003,8,20,5,6.946996,0,25
2004,8,21,6,8.917907,0,36
2002,11,27,9,16.62778,0,81
2003,7,27,13,15.9558,0,169
2005,9,30,14,10.96287,0,196
2002,13,25,5,5.719345,0,25
2003,10,26,9,6.601768,0,81
2004,8,27,12,9.391283,0,144
2005,10,29,12,8.130325,0,144
2002,12,22,3,2.609094,0,9
2003,8,23,8,7.152196,0,64
2004,9,24,8,7.484986,0,64
2005,7,25,11,8.706374,0,121
2002,16,30,7,6.904943,1,49
2003,17,31,7,9.700918,1,49
2004,13,33,13,10.24912,1,169
2005,16,34,11,14.29871,1,121
2003,13,27,7,12.16549,0,49
2004,17,28,4,17.28916,0,16
2002,1,22,14,4.062447,0,196
2002,14,26,5,16.38603,0,25
2003,12,27,8,22.44824,0,64
2005,16,29,6,10.84306,0,36
2002,9,26,10,20.73552,0,100
2003,10,27,10,22.09963,0,100
2004,12,28,9,21.87004,0,81
2005,7,30,16,23.16498,0,256
2002,17,27,3,12.0846,0,9
2002,11,25,7,7.688381,0,49
2003,12,26,7,10.29818,0,49
2004,11,27,9,8.156336,0,81
2005,14,28,7,10.78976,0,49
2003,11,32,14,11.47914,0,196
2004,10,33,16,8.312207,0,256
2005,16,34,11,8.351258,0,121
2002,13,36,16,16.66543,0,256
2003,8,37,22,17.20783,1,484
2004,12,38,19,12.55309,1,361
2005,12,39,20,19.54251,1,400
2002,13,36,16,3.518873,0,256
2003,8,37,22,7.99575,0,484
2004,8,38,23,12.13958,0,529
2002,15,33,11,7.187691,0,121
2003,12,34,15,7.6286,0,225
2004,11,35,17,7.516859,0,289
2005,12,36,17,11.548,0,289
2004,13,25,5,6.376383,0,25
2005,12,27,8,9.488182,0,64
2004,15,37,15,1.538136,0,225
2005,13,38,18,4.803118,0,324
2003,10,23,6,2.315958,0,36
2004,11,24,6,5.672546,0,36
2002,10,39,22,14.12894,0,484
2003,13,40,20,13.8227,1,400
2004,12,41,22,10.30313,1,484
2004,10,19,2,,1,4
2005,11,20,2,,1,4
2003,14,33,12,2.138794,1,144
2004,15,34,12,2.531611,1,144
2003,9,27,11,21.7119,0,121
2003,9,28,12,28.97338,1,144
2004,14,29,8,11.62734,1,64
2002,7,23,9,4.960176,0,81
2003,10,24,7,9.143964,1,49
2004,8,25,10,10.28657,1,100
2005,11,26,8,12.44956,1,64
2003,13,21,1,1.29126,1,1
2004,9,22,6,1.042369,1,36
2003,14,27,6,6.893163,0,36
2004,12,28,9,7.866478,0,81
2005,15,29,7,8.275441,0,49
2004,13,27,7,0,1,49
2004,12,28,9,14.83255,1,81
2002,12,26,7,6.605791,0,49
2003,14,27,6,7.907457,1,36
2002,8,26,11,9.029861,0,121
2003,12,27,8,9.082031,1,64
2005,7,29,15,7.050431,1,225
2002,17,24,0,1.643534,0,0
2003,14,25,4,7.502249,0,16
2004,15,26,4,8.472878,0,16
2005,15,27,5,13.06402,0,25
2002,3,40,30,4.218144,0,900
2005,3,43,33,4.907507,0,1089
2003,4,28,17,8.053027,0,289
2003,5,28,16,7.714788,0,256
2004,7,29,15,7.936992,0,225
2005,7,30,16,7.311941,0,256
2003,18,29,4,7.644249,0,16
2003,13,30,10,9.52538,1,100
2004,16,31,8,,1,64
2003,15,29,7,11.20684,0,49
2003,16,30,7,9.785673,1,49
2003,9,24,8,6.319418,0,64
2003,16,24,1,8.897044,1,1
2002,16,45,22,8.577368,0,484
2003,9,46,30,10.59741,0,900
2004,13,47,27,8.372679,0,729
2003,6,38,25,1.774262,0,625
2003,11,39,21,5.163899,1,441
2004,13,40,20,11.67535,1,400
2005,9,41,25,12.39902,1,625
2003,13,24,4,1.04201,0,16
2004,12,25,6,14.57132,0,36
2005,15,26,4,22.19448,0,16
2003,9,23,7,8.259257,1,49
2004,9,24,8,9.081141,1,64
2003,13,37,17,2.419206,0,289
2002,5,50,38,7.666337,0,1444
2003,14,36,15,7.946031,1,225
2004,12,37,18,7.598381,1,324
2005,11,38,20,10.29273,1,400
2004,10,30,13,,1,169
2005,8,31,16,,1,256
2002,13,23,3,1.276017,0,9
2003,11,24,6,3.01062,0,36
2003,15,32,10,9.210051,1,100
2003,17,33,9,9.902612,1,81
2002,11,22,4,11.06033,0,16
2003,7,23,9,11.40391,1,81
2004,7,24,10,5.319693,1,100
2002,13,22,2,7.060779,0,4
2004,16,24,1,5.746029,0,1
2005,14,25,4,8.182899,0,16
2003,11,40,22,28.38973,1,484
2004,10,40,23,18.55262,1,529
2005,12,41,22,22.62848,1,484
2003,11,30,12,11.34441,1,144
2004,12,31,12,16.38944,1,144
2003,13,22,2,1.477452,0,4
2003,17,23,-1,9.126565,1,1
2002,7,20,6,4.21241,0,36
2003,7,21,7,5.832935,1,49
2004,10,22,5,7.138186,1,25
2005,8,23,8,7.792954,1,64
2003,8,33,18,10.4147,0,324
2005,12,35,16,13.58534,0,256
2003,15,31,9,17.56022,0,81
2004,16,32,9,17.63554,0,81
2005,15,33,11,23.02128,0,121
2003,16,30,7,19.01565,0,49
2003,17,31,7,20.99857,0,49
2004,12,32,13,20.65701,0,169
2005,14,33,12,25.08,0,144
2003,12,22,3,4.393085,1,9
2003,1,20,12,0,0,144
2004,0,21,14,4.7,0,196
2002,12,28,9,4.824454,0,81
2003,9,29,13,5.584275,0,169
2004,11,30,12,6.721543,0,144
2005,9,32,16,7.699375,0,256
2005,18,36,11,29.50751,1,121
2004,9,23,7,5.408871,0,49
2005,16,24,1,3.269885,0,1
2002,8,23,8,0,0,64
2003,10,24,7,7.391402,1,49
2002,3,38,28,27.84008,0,784
2003,2,39,30,5.779053,0,900
2005,1,41,33,5.553579,0,1089
2002,7,22,8,26.09046,0,64
2003,9,23,7,4.916503,0,49
2004,13,24,4,6.00973,0,16
2005,12,25,6,8.127563,0,36
2002,14,25,4,7.243226,0,16
2003,14,26,5,11.33649,1,25
2003,11,24,6,11.30283,0,36
2004,13,25,5,14.45648,0,25
2005,9,27,11,0,0,121
2003,7,32,18,45.43693,0,324
2003,10,33,16,9.285139,0,256
2005,11,35,17,8.657245,0,289
2002,8,35,20,52.36511,0,400
2003,14,36,15,14.72227,0,225
2002,17,29,5,45.41862,0,25
2003,15,30,8,7.710863,0,64
2004,16,31,8,11.808,0,64
2002,7,22,8,31.37861,0,64
2003,8,22,7,6.425917,0,49
2004,9,23,7,8.309284,0,49
2005,11,25,7,6.810037,0,49
2004,14,31,10,2.486644,0,100
2004,14,32,11,8.133657,0,121
2005,17,33,9,8.542583,0,81
2003,6,41,28,.3902093,0,784
2004,15,40,18,12.46476,0,324
2005,12,41,22,12.61145,0,484
2002,15,24,2,4.787546,0,4
2003,9,25,9,6.365678,0,81
2003,11,25,7,5.603553,0,49
2004,6,26,13,5.78695,0,169
2005,11,27,9,7.633544,0,81
2002,12,22,3,0,0,9
2005,16,24,1,5.713591,1,1
